# id,sphere,gamma
203610,573,99
203611,892,80
203612,89,84
203613,610,29
203614,89,79
203615,233,31
203616,89,60
203617,709,97
203618,845,88
203619,845,88
203620,905,72
203621,858,83
203622,89,59
203623,843,35
203624,466,27
203625,709,97
203626,845,88
203627,845,90
203629,829,93
203630,709,98
203631,233,32
203632,233,39
203633,89,67
203634,889,53
203636,871,77
203637,850,63
203638,314,96
203639,233,36
203640,910,58
203641,89,50
203642,178,87
203643,259,97
203644,212,90
203645,89,74
203646,280,95
203647,233,29
203648,89,75
203649,607,100
203650,233,43
203651,178,88
203652,910,58
203653,709,97
203654,722,99
203655,610,27
203656,233,37
203657,607,96
203658,89,59
203659,89,48
203660,923,49
203662,233,32
203663,881,41
203664,610,26
203665,89,75
203666,610,28
203667,89,73
203668,641,99
203669,843,37
203670,416,99
203671,892,81
203672,89,56
203673,868,48
203674,382,99
203675,910,51
203676,610,28
203677,233,43
203678,416,99
203679,889,53
203680,233,31
203681,466,27
203682,178,89
203683,212,91
203685,237,37
203686,233,40
203687,416,99
203688,843,32
203689,610,33
203691,233,36
203692,902,47
203693,89,65
203694,777,93
203695,89,52
203696,89,70
203697,89,56
203698,743,96
203699,89,51
203700,416,100
203701,918,68
203702,845,77
203703,89,58
203704,641,99
203705,89,63
203706,889,50
203707,416,99
203708,348,98
203709,233,39
203710,610,27
203711,918,68
203712,811,83
203713,466,28
203714,610,35
203715,843,39
203716,280,96
203717,811,93
203718,843,34
203719,847,40
203720,259,98
203721,845,90
203722,641,99
203723,876,60
203724,610,27
203725,905,73
203726,641,99
203727,607,99
203728,484,100
203729,484,100
203730,280,96
206433,416,100
206437,931,61
206442,918,68
206443,505,99
206453,233,30
206467,233,32
206468,89,58
206473,89,69
206477,233,41
206478,466,27
206498,610,27
206517,89,62
206524,233,31
206540,89,55
212099,178,87
212100,884,64
212101,89,61
212102,233,23
212103,573,99
212104,580,54
212105,47,23
212106,466,27
212107,389,33
212108,484,101
212109,610,28
212110,792,40
212111,89,84
212112,622,67
212113,843,36
212114,59,18
212115,233,35
212116,89,59
212117,478,41
212118,641,100
212119,89,66
212120,610,29
212121,455,84
212122,89,62
212123,89,37
212124,525,58
212126,892,78
212127,512,47
212128,233,28
212129,233,39
212130,635,58
212132,89,59
212134,65,81
212135,89,52
212136,843,37
212141,89,22
212142,871,77
212143,89,63
212144,897,61
212145,212,92
212146,466,30
212147,586,70
212148,89,74
212149,730,69
212150,610,20
212151,881,35
212152,518,103
220113,656,62
220114,233,63
220115,0,74
220117,779,77
220119,764,68
220120,745,73
220121,792,39
220122,326,27
220123,5,76
220124,620,72
220125,89,68
220126,277,82
220127,89,56
220128,819,65
220130,65,82
220132,86,86
220133,531,76
220134,89,21
220135,31,82
220136,845,83
220137,237,20
220140,601,54
220143,89,24
220144,843,35
220147,745,78
220149,89,19
220150,620,83
220151,31,82
220153,0,69
220154,38,20
220155,34,81
220156,669,44
220157,0,73
220158,13,79
220159,887,62
220160,853,66
220161,120,80
220164,889,57
220165,89,23
220167,0,17
220169,779,47
220172,504,34
220173,258,23
220174,89,31
220175,387,78
220176,682,41
220177,586,75
220178,13,79
220179,86,80
220180,18,76
220181,233,38
220183,610,32
220184,0,19
220185,233,45
220186,580,49
220187,0,72
220188,314,96
220189,233,66
220191,5,76
220192,332,77
220193,690,66
220194,34,77
220195,353,78
220196,546,42
220197,0,76
220198,491,42
220199,798,66
220200,203,20
220201,745,73
220202,89,66
220203,675,71
220204,586,80
220205,39,84
220206,675,72
220207,387,77
220208,777,64
220210,292,24
220211,724,76
220212,724,69
220213,743,68
220214,648,43
220215,607,90
220216,89,22
220217,601,52
220218,182,19
220220,89,21
220221,745,64
220222,654,71
220223,858,85
220224,525,42
220225,466,30
220229,586,74
220230,512,33
220231,580,45
220232,0,68
220233,89,66
220234,233,30
220237,866,76
220238,690,68
220239,0,68
220240,777,83
220242,89,70
220243,89,70
220244,233,51
220245,690,67
220246,128,85
220247,233,58
220248,89,27
220250,89,27
220252,620,79
220253,233,17
220254,491,34
220256,89,26
220257,31,84
220258,675,82
220259,34,78
220260,123,92
220261,332,81
220262,107,82
220263,546,42
220264,233,48
220265,13,79
220266,0,79
220267,711,74
220268,546,37
220269,233,36
220270,120,83
220271,610,37
220273,580,39
220274,127,22
220275,120,80
220276,0,73
220277,233,39
220278,675,71
220279,292,21
220280,709,70
220281,531,76
220282,525,45
220283,669,44
220284,89,27
220286,298,80
220287,233,41
220289,89,27
220290,580,47
220291,792,44
220292,89,71
220293,224,16
220294,89,29
220295,89,44
220297,819,67
220298,86,88
220299,690,63
220300,798,69
220302,319,79
220304,0,72
220306,89,25
220307,233,59
220309,31,84
220311,601,50
220312,107,87
220313,745,74
220315,34,75
220317,843,41
220318,777,93
220319,868,42
220320,845,85
220321,635,54
220322,614,47
220323,580,43
221508,68,38
221509,610,54
221510,688,61
221511,525,68
221512,81,34
221514,0,88
221515,361,66
221516,486,18
221517,321,112
223600,868,50
223601,0,78
223602,931,60
223604,89,30
223605,89,78
223606,5,80
223607,709,96
223608,525,54
223609,688,63
223610,89,19
223611,233,21
223612,89,75
223613,466,38
223614,889,53
223615,889,50
223616,648,40
223617,905,76
223618,34,74
223619,910,61
223620,843,32
223621,233,63
223622,847,32
223623,233,48
223624,610,26
223626,466,26
223627,580,61
223628,546,40
223629,112,82
223630,819,67
223631,89,66
223632,89,68
223633,233,23
223634,518,98
223635,876,60
223636,533,55
223637,544,70
223638,233,32
223639,897,64
223640,656,67
223641,10,70
223642,777,93
223643,610,30
223644,233,43
223645,858,85
223646,743,95
223647,233,48
223648,824,87
223649,31,77
223650,368,34
223652,133,74
223653,546,42
223654,610,28
223655,225,93
223656,332,73
223657,89,30
223658,897,66
223659,648,71
223661,635,62
223662,730,69
223663,89,18
223664,2,75
223665,690,72
223666,601,50
223668,89,69
223669,910,58
223670,89,70
223671,0,75
223673,777,93
223674,154,81
223675,387,78
223677,20,81
223680,892,80
223681,918,68
223682,52,78
223684,868,51
223685,13,25
223686,525,55
223687,0,74
223688,450,97
223690,876,62
223692,512,55
223693,610,27
223694,610,26
223695,52,72
223696,436,42
223697,178,82
223699,499,39
223700,233,36
223701,546,53
223703,120,80
223704,552,99
223705,233,30
223706,709,66
223707,23,82
223708,525,53
223709,510,70
223710,690,80
223711,347,39
223712,233,31
223713,31,74
223714,491,40
223715,89,68
223716,610,26
223717,382,96
223718,777,92
223719,89,57
223720,931,59
223721,897,66
223722,233,36
223723,178,87
223724,709,65
223725,89,74
223726,450,95
223727,178,84
223728,89,48
223729,525,41
223730,881,43
223731,491,49
223732,648,61
223733,89,60
223734,89,19
223735,89,66
223736,0,71
223737,23,78
223738,188,80
223739,89,68
223740,99,81
223741,233,23
223742,89,56
223743,610,27
223744,889,59
223745,348,96
223746,212,89
223747,0,80
223748,89,57
223749,89,56
223750,819,62
223751,837,82
223752,89,62
223753,610,31
223754,34,19
223755,89,30
223756,65,74
223757,499,37
223758,233,37
223759,610,26
223760,887,51
223761,610,28
223762,280,95
223763,675,66
223764,610,26
223765,918,69
223766,593,53
223767,13,18
223768,675,68
223769,871,78
223770,23,85
223771,884,73
223772,843,43
223773,233,42
223774,233,27
223775,89,70
223776,858,85
223777,233,65
223778,610,25
223779,0,71
223780,586,67
223781,450,97
223783,89,29
223784,785,64
223785,120,83
223786,905,75
223787,610,25
223788,31,82
223789,89,58
223790,785,63
223791,777,60
223792,423,38
223793,918,69
223794,89,77
223795,610,31
223796,586,93
223797,0,60
223798,10,83
223799,0,76
223800,402,42
223801,905,73
223802,233,21
223803,36,79
223804,709,89
223805,905,72
223806,178,26
223807,36,81
223809,525,46
223811,34,16
223813,552,98
223814,89,72
223815,580,55
223816,52,74
223817,622,72
223818,858,85
223819,233,36
223820,610,29
223821,546,51
223822,876,60
223823,853,58
223824,233,67
223825,89,53
223826,89,28
223827,292,31
223828,777,94
223829,688,61
223831,764,60
223832,89,74
223833,89,52
223834,610,28
223835,0,78
223836,348,97
223837,491,51
223838,918,69
223839,389,27
223840,484,96
223841,34,15
223842,546,44
223843,57,81
223845,847,47
223846,133,79
223848,610,25
223849,484,97
223850,178,87
223851,902,45
223852,233,20
223853,709,97
223854,89,71
223855,641,68
223856,620,98
223857,858,83
223858,610,27
223859,89,14
223860,44,84
223862,233,37
223863,89,55
223864,89,56
223865,256,83
223866,120,73
223867,89,66
223869,777,62
223870,892,79
223871,698,59
223872,89,62
223873,65,79
223874,34,15
223875,491,49
223877,573,97
223878,533,48
223879,89,68
223880,233,31
223881,730,63
223882,65,80
223883,868,49
223884,178,82
223885,887,50
223886,610,26
223887,233,26
223888,905,74
223889,881,40
223891,497,74
223892,610,25
223893,89,46
223894,675,70
223895,466,33
223896,233,40
223897,858,85
223902,863,65
223903,89,80
223904,892,80
223905,843,37
223906,34,18
223908,89,27
223909,824,87
223910,23,77
223911,826,43
223915,178,87
223922,675,98
223923,876,57
223924,539,98
223930,610,30
223947,89,59
223948,89,80
223952,89,52
223953,918,66
225476,89,41
225477,931,61
225478,610,28
225479,573,100
225480,178,85
225481,89,68
225482,897,63
225484,382,98
225486,876,70
225487,641,99
225488,89,47
225489,89,72
225490,89,74
225491,89,78
225492,504,33
225494,826,40
225495,918,68
225497,889,50
225498,931,60
225499,918,66
225500,910,56
225502,843,31
225503,610,30
225504,889,52
225506,573,99
225509,233,34
225512,89,61
225513,902,46
225514,233,37
225515,259,97
225517,610,30
225518,89,59
225519,902,46
225520,233,45
225521,178,84
225522,902,46
225523,709,94
225524,902,45
225525,212,88
225526,843,36
225527,89,73
225528,233,28
225529,416,99
225530,466,26
225531,843,40
225532,233,37
225533,884,11
225534,466,28
225537,610,27
225538,233,43
225539,89,68
225540,89,72
225541,246,95
225542,233,39
225545,910,56
225546,743,91
225547,466,27
225548,89,80
225549,178,83
225551,881,40
225552,484,100
225553,871,79
225554,484,98
225555,314,97
225556,89,68
225557,466,26
225561,743,95
225562,89,70
225563,178,86
225564,89,50
225565,89,67
225566,918,65
225567,845,89
225568,212,92
225569,743,95
225571,811,91
225572,892,79
225573,466,27
225574,89,67
225575,233,45
225578,610,27
225580,610,23
225581,843,34
225582,89,79
225583,233,29
225584,889,53
225585,902,45
225586,178,88
225587,798,88
225588,466,27
225589,897,63
225590,843,39
225591,573,99
225592,233,38
225594,743,92
225595,89,66
225596,233,29
225597,178,86
225598,314,97
225599,178,86
225601,641,99
225602,233,43
225603,743,96
225604,233,31
225605,89,79
225606,879,85
225607,892,81
225608,89,59
225609,233,45
225610,845,88
225611,641,98
225612,293,96
225613,233,33
225614,89,66
225615,382,98
225616,675,97
225617,910,58
225618,233,24
225619,641,100
225620,89,69
225621,811,92
225622,89,61
225623,610,29
225624,353,78
225625,466,27
225626,212,91
225628,89,73
225629,233,30
225630,610,25
225631,675,98
225632,610,24
225633,743,92
225634,340,96
225635,918,68
225636,881,43
225638,484,100
225639,484,98
225640,196,87
225641,902,47
225713,319,71
225714,0,77
225715,89,23
225716,120,76
225718,400,74
225720,233,33
225721,120,79
225722,89,42
225723,824,90
225724,531,69
225725,559,51
225726,89,72
225728,52,70
225729,0,72
225730,491,36
225731,175,77
225732,402,39
225733,5,79
225734,656,78
225736,690,72
225737,0,14
225739,416,83
225742,277,79
225743,169,24
225744,89,21
225745,792,56
225746,31,69
225747,491,38
225748,203,31
225749,89,34
225750,233,43
225751,478,35
225752,887,58
225753,18,70
225754,669,74
225755,264,78
225756,567,47
225757,688,68
225758,89,23
225759,743,60
225760,939,57
225761,314,83
225762,230,71
225763,89,67
225764,89,43
225765,298,80
225766,65,73
225767,177,16
225768,52,70
227657,675,98
227658,233,43
227659,233,38
227660,233,33
227661,892,81
227662,466,27
227663,89,58
227664,889,50
227665,845,87
227666,843,35
227667,178,89
227668,89,72
227669,178,87
227670,89,65
227671,89,79
227672,826,39
227673,607,100
227674,847,43
227675,675,98
227677,868,48
227678,811,91
227679,89,69
227680,89,77
227681,178,88
227682,918,70
227683,910,56
227684,89,75
227685,843,34
227686,233,29
227687,879,87
227688,466,28
227689,416,99
227690,811,90
227691,246,93
227692,868,49
227693,233,41
227694,89,62
227695,233,42
227696,416,100
227697,466,28
227698,233,52
227700,811,92
227701,233,45
227702,212,90
227703,884,70
227704,811,92
227705,905,71
227706,897,64
227707,178,88
227708,484,100
227709,876,66
227710,178,87
227711,233,46
227712,211,23
227713,233,35
227714,233,39
227715,89,64
227716,610,27
227717,89,76
227718,902,46
227719,89,74
227720,484,100
227721,233,34
227722,348,98
227723,858,85
227724,89,66
227725,843,33
227726,178,87
227727,843,34
227728,610,28
227729,845,90
227730,843,35
227731,777,94
227732,573,100
227733,280,95
227734,89,68
227735,178,85
227736,868,48
227737,871,78
227738,709,98
227739,89,70
227740,931,59
227741,89,79
227742,466,28
227743,450,99
227744,178,75
227745,824,93
227746,897,66
227747,89,72
227748,89,48
227749,89,62
227750,910,55
227751,675,98
227752,884,73
227753,233,30
227754,233,40
227755,233,40
228453,709,64
228454,314,96
228455,843,34
228456,843,35
228457,897,63
228458,918,66
228459,466,27
228460,233,32
228461,610,30
228462,233,39
228463,89,65
228464,918,67
228465,246,93
228466,89,66
228467,233,40
228468,348,97
228469,610,29
228470,233,40
228471,233,32
228473,610,29
228474,826,40
228475,191,95
228477,233,29
228478,918,69
228480,889,51
228481,779,38
228482,89,65
228484,586,90
228485,610,27
228486,743,96
228487,858,85
228488,918,69
228489,89,73
228491,777,91
228493,89,56
228494,855,47
228497,811,90
228498,466,29
228499,89,66
228500,89,78
228504,610,31
228506,565,97
228507,466,27
228508,918,66
228509,871,81
228510,233,46
228511,610,27
228513,610,31
228515,743,96
228517,918,70
228518,905,72
228519,178,76
228520,845,87
228521,777,94
228522,709,101
228523,847,53
228524,89,55
228525,89,75
228526,178,83
228527,450,100
228528,905,74
228529,233,33
228530,539,100
228826,89,66
228828,601,58
228829,34,75
228830,743,66
228831,86,80
228833,233,46
228834,724,71
228835,52,79
228837,115,93
228838,656,66
228841,743,81
228842,798,67
228844,89,80
228845,743,67
228848,233,39
228850,13,80
228851,709,68
228852,635,55
228854,635,46
228856,546,39
228858,387,77
228861,52,79
228862,13,76
228865,497,75
228867,5,74
228871,233,32
228872,89,24
228873,525,46
228875,209,81
228876,819,73
228879,216,24
228880,0,71
228881,552,75
228882,690,50
228884,89,70
228885,491,37
228886,233,63
228887,89,72
228889,233,35
228890,614,39
228892,709,74
228893,89,84
228894,876,50
228895,72,21
228896,881,41
228897,89,72
228898,843,34
228899,724,73
228900,730,68
228902,918,68
228903,89,44
228904,484,100
228908,777,94
228909,212,92
228910,690,72
228914,881,41
228917,233,40
228918,843,35
228919,811,89
228920,466,18
228921,233,34
228924,777,94
228925,408,78
228927,233,35
228928,89,77
228929,610,30
228933,897,62
228934,610,28
228935,233,32
228936,824,87
228937,89,70
228938,610,29
228939,233,36
228940,120,77
228941,884,71
228942,89,61
228943,233,42
228944,233,41
228947,905,75
228948,931,59
228949,178,86
228950,843,38
228951,89,60
228952,233,38
228955,610,27
228956,843,37
228957,89,57
228958,233,41
228959,868,48
228960,233,46
228961,382,98
228962,191,90
228963,525,43
228964,858,82
228966,843,33
228967,233,32
228969,743,64
228970,89,33
228971,641,100
228972,178,33
228973,819,66
228974,314,97
229425,319,78
229426,884,70
229427,233,57
229428,819,65
229429,635,62
229430,730,77
229431,178,85
229432,690,68
229433,466,28
229434,287,14
229435,847,44
229436,167,87
229437,0,88
229438,593,50
229439,0,8
229440,879,86
229441,881,38
229442,546,47
229443,643,28
229444,491,43
229445,610,29
229446,89,73
229447,233,37
229448,178,89
229449,845,88
229450,89,37
229451,279,12
229453,253,14
229454,141,77
229455,745,77
229456,0,92
229457,622,44
229458,89,26
229459,897,62
229460,0,27
229461,601,54
229462,89,38
229463,442,74
229464,233,67
229465,89,31
229466,533,37
229467,745,69
229468,610,27
229469,314,96
229470,868,49
229471,753,100
229472,89,68
229473,0,13
229474,89,66
229475,233,33
229476,15,84
229477,18,74
229478,677,76
229479,89,20
229480,348,98
229481,502,97
229482,0,79
229483,251,70
229484,0,70
229485,233,37
229486,491,46
229487,0,86
229488,889,53
229489,450,99
229490,89,72
229491,0,68
229492,332,79
229493,347,29
229494,233,60
229495,89,83
229496,892,81
229497,0,80
229498,745,83
229499,89,60
229500,89,25
229501,233,41
229502,455,83
229503,89,44
229504,843,36
229505,489,78
229506,298,80
229507,89,55
229508,89,32
229509,910,58
229510,89,73
229511,233,70
229512,233,35
229513,99,101
229514,466,28
229515,0,80
229516,233,32
229517,233,41
229518,580,54
229519,442,77
238393,902,45
238394,450,100
238395,203,23
238396,876,60
238398,233,32
238399,610,27
238400,573,96
238401,89,68
238402,0,78
238403,178,84
238404,745,82
238405,610,22
238406,89,36
238407,89,54
238408,811,95
238409,178,82
238410,610,26
238411,233,32
238412,178,83
238413,89,59
238414,89,78
238415,824,83
238416,709,69
238417,881,41
238418,897,65
238419,233,34
238420,161,16
238421,897,65
238422,233,39
238423,233,35
238424,843,42
238425,89,35
238426,843,36
238427,178,85
238428,89,18
238429,879,86
238430,89,81
238431,777,93
238432,484,100
238433,897,63
238434,905,73
238435,89,65
238436,580,50
238437,89,62
238438,897,64
238439,931,61
238440,654,93
238441,89,51
238442,466,26
238443,89,43
238444,246,94
238445,332,81
238446,567,52
238447,423,28
238448,918,67
238449,89,28
238450,892,75
238451,89,80
238452,868,47
238453,233,28
238454,871,77
238455,533,42
238456,675,98
238457,897,60
238458,905,73
238459,567,45
238460,858,84
238461,889,53
238462,89,38
238463,178,82
238465,89,65
238466,889,51
238467,191,88
238469,675,75
238470,89,69
238471,89,47
238472,491,36
238473,123,86
238474,89,46
238475,233,37
238476,89,50
238477,884,71
238478,89,62
238479,610,29
238481,466,33
238482,858,78
238483,610,23
238484,233,47
238485,871,78
238487,610,28
238488,89,63
238489,745,78
238490,826,40
238491,826,40
238492,89,85
238675,918,68
238676,881,43
238678,709,96
238679,233,35
238681,777,93
238683,709,96
238684,777,93
238685,868,48
238686,573,100
238687,931,60
238688,811,90
238689,233,37
238690,271,24
238693,905,72
238694,0,96
238695,811,92
238699,233,36
238702,233,37
238704,212,91
238705,868,49
238707,610,27
238709,743,94
238711,884,70
238712,89,80
238713,610,27
238715,233,32
238718,897,63
238720,588,95
238721,450,100
238723,610,26
238727,89,64
238728,889,50
238731,641,99
238732,892,79
238734,233,43
238735,233,28
238737,233,30
238738,709,96
238743,843,38
238745,233,39
238746,845,90
238747,897,64
238748,89,61
238749,902,46
238755,466,28
238762,89,71
238764,889,50
238765,610,27
238766,466,27
238767,178,89
238770,847,44
238771,233,44
238773,466,27
238775,845,87
238777,669,60
238778,905,75
238779,610,27
238780,858,85
238781,892,81
238787,698,81
238788,233,33
238789,233,33
238791,855,52
238792,918,67
238793,89,55
238794,910,56
238795,89,51
238797,690,65
238798,730,68
238803,89,23
238804,89,66
238805,450,101
238806,178,88
238807,884,72
238808,191,94
238809,918,63
238810,259,97
238811,466,24
238812,89,50
238813,178,83
238814,607,101
238815,690,69
238816,845,88
238817,178,89
238818,845,88
238819,845,89
238820,892,79
240043,7,22
240044,711,89
240045,89,75
240046,0,77
240047,10,73
240048,238,90
240049,10,73
240050,620,69
240051,31,76
240052,669,18
240053,89,67
240054,463,87
240055,753,80
240056,688,63
240057,779,30
240058,711,86
240059,52,79
240060,89,24
240061,233,61
240062,709,67
240063,408,83
240064,416,90
240065,819,66
240066,777,56
240067,0,15
240068,233,63
240069,408,71
240070,233,27
240071,599,70
240072,444,35
240073,89,14
240074,512,42
240075,178,79
240076,656,80
240077,819,60
240078,31,75
240079,610,24
240080,829,74
240081,89,26
240082,89,24
240083,233,32
240084,298,74
240085,696,67
240086,233,75
240087,89,20
240088,567,61
240089,565,71
240090,280,81
240091,86,74
240092,832,56
240093,0,81
240094,436,38
240095,233,35
240096,313,23
240097,233,64
240098,332,81
240099,834,61
240100,667,77
240101,233,59
240102,347,27
240103,466,19
240104,169,29
240105,518,98
240106,135,27
240107,2,86
240108,0,70
240109,233,25
240110,34,80
240111,580,69
240112,601,47
240113,89,66
240114,89,75
240115,758,84
240116,89,22
240117,0,70
240118,491,47
240119,400,72
240120,233,48
240121,724,77
240122,190,28
240123,798,58
240124,900,46
240125,884,89
240126,327,87
240127,586,72
240128,264,73
240129,89,23
240130,610,17
240131,285,86
240132,67,27
240133,112,84
240134,544,70
240135,89,67
240136,243,100
240137,811,57
240138,0,79
240139,421,74
240140,939,56
240141,779,80
240142,813,60
240143,0,80
240144,811,90
240145,756,60
240146,641,94
240147,89,42
240148,59,17
240149,389,23
240150,12,81
240151,533,44
240152,93,19
240153,0,79
240154,387,70
240155,0,71
241760,489,66
241761,89,65
241762,871,76
241763,905,72
241764,89,51
241765,233,30
241766,233,40
241767,246,94
241768,178,87
241769,233,34
241770,610,29
241771,897,62
241772,610,30
241773,889,52
241774,610,31
241775,89,58
241776,178,81
241777,845,88
241778,889,53
241779,233,34
241780,868,49
241781,881,41
241782,610,28
241783,89,71
241784,897,65
241785,416,100
241786,610,27
241787,826,41
241788,233,30
241789,610,27
241790,897,63
241791,233,31
241792,610,28
241793,89,50
241794,178,90
244759,89,55
244761,89,67
244762,89,65
244763,843,37
244764,112,84
244765,89,78
244766,233,35
244767,314,96
244768,881,43
244769,89,78
244770,843,38
244771,858,85
244772,484,100
244773,89,82
244775,539,100
244776,237,24
244779,332,81
244780,466,30
244781,233,45
244782,892,79
244783,722,104
244786,89,24
244787,879,87
244789,416,99
244791,832,85
244792,641,98
244793,89,22
244794,233,28
244795,89,72
244797,897,56
244798,89,79
244799,178,85
244800,824,78
244801,610,29
244804,233,32
244805,610,27
244806,89,26
244807,233,42
244808,466,25
244809,233,27
244810,858,83
244811,233,32
244813,610,29
244814,233,38
244815,641,101
244816,610,30
244820,89,61
244822,871,76
244823,863,61
244961,4,64
244962,178,87
244963,539,67
244965,884,68
244967,0,64
244968,610,28
244969,764,66
244970,491,43
244971,610,59
244972,881,37
244974,271,25
244975,0,46
244976,0,91
244977,89,66
244978,162,76
244979,0,106
244980,4,65
244981,722,65
244982,782,49
244983,31,70
244984,2,66
244986,39,77
244987,89,62
244988,832,63
244989,436,32
244990,769,54
244991,740,43
244992,60,13
244993,471,69
244994,853,59
244995,533,60
244996,196,76
244997,607,68
244998,918,59
245000,910,54
245001,546,57
245002,884,65
245003,89,35
245004,654,97
245005,442,68
245006,426,99
245008,233,38
245010,15,80
245011,554,68
245015,206,11
245017,89,29
245018,379,88
245019,798,58
245020,233,30
245022,934,18
245023,913,48
245024,549,92
245025,829,59
245027,455,71
245028,863,71
245031,843,31
245032,23,67
245034,68,47
245035,502,71
245036,89,31
245037,756,62
245038,533,57
245039,89,24
245040,685,104
245041,233,39
245042,109,111
245043,89,68
245044,913,49
245045,44,84
245046,610,61
245047,233,49
245048,0,98
245049,897,60
245050,580,63
245051,89,53
245052,497,68
245053,539,94
245054,26,32
245055,546,44
245056,233,41
245057,546,62
245058,2,75
245059,233,36
245060,89,70
246552,897,60
246553,546,40
246554,368,41
246555,897,65
246556,918,63
246557,730,59
246558,782,67
246559,491,38
246560,751,63
246561,233,31
246562,89,83
246563,884,67
246564,89,26
246565,868,48
246566,102,88
246567,847,41
246568,533,48
246569,136,91
246570,580,66
246571,2,73
246572,89,65
246573,858,76
246574,764,56
246575,871,68
246576,709,60
246577,233,26
246578,89,59
246579,89,56
246580,233,37
246581,15,87
246582,610,28
246583,717,69
246584,478,43
246585,89,68
246586,178,26
246587,233,31
246588,709,63
246589,466,27
246590,641,68
246591,751,63
246592,643,99
246593,601,73
246594,246,93
246595,178,89
246596,610,27
246597,7,84
246598,450,100
246599,314,97
246600,586,66
246601,610,32
246602,607,100
246603,610,27
246604,819,59
246605,889,53
246606,217,75
246607,89,65
246608,879,55
246609,853,63
246610,178,28
246611,565,106
246612,610,16
246613,573,99
246615,826,39
246616,843,32
246617,641,65
246618,89,44
246619,389,35
246620,23,89
246621,826,39
246622,89,81
246623,868,45
246624,133,79
246625,246,93
246626,466,27
246627,586,65
246628,855,54
246629,233,63
246630,565,65
246631,518,101
246632,89,27
246633,0,29
246634,0,94
246635,233,47
246636,743,99
246637,68,29
246638,610,28
246639,892,78
246640,128,72
246641,0,80
246642,795,62
246643,711,31
246644,57,79
246645,68,74
246646,533,57
246647,573,92
246648,544,66
246649,868,46
246650,157,90
246651,662,65
247649,902,46
247650,724,76
247651,845,87
247653,843,39
247654,178,85
247655,824,84
247656,881,42
247657,233,36
247658,277,78
247659,89,64
247660,610,28
247661,843,36
247662,233,41
247663,910,57
247664,881,44
247665,10,78
247666,89,80
247667,905,70
247669,539,99
249525,777,82
249526,233,37
249529,743,80
249531,251,97
249533,881,41
249534,881,39
249537,416,95
249538,89,61
249539,81,93
249540,89,76
249541,233,42
249544,902,39
249545,682,47
249546,157,94
249547,149,96
249548,476,103
249549,607,100
249550,610,27
249551,889,46
249553,89,85
249555,89,27
249556,858,85
249557,233,37
249558,233,42
249559,876,55
249560,89,80
255929,146,82
255934,233,34
255935,89,57
255936,777,94
255937,588,95
255943,826,37
255947,743,58
255950,596,64
255953,141,68
255959,243,66
260264,811,86
260265,918,66
260266,89,57
260267,89,60
260269,89,56
260270,847,43
260271,89,63
260272,845,87
260273,332,73
260274,910,57
260275,610,29
260276,845,89
260277,233,33
260278,843,40
260279,533,46
260280,484,101
260281,843,34
260282,466,27
260283,889,46
260284,824,85
260285,843,39
260286,858,82
260287,610,23
260288,233,32
260289,178,88
260290,905,73
260291,233,22
260292,0,67
260293,89,62
260294,466,20
260295,610,31
260296,89,73
260297,730,88
260298,610,27
260299,709,97
260300,843,34
260301,415,40
260302,246,94
260303,360,37
260304,905,75
260305,881,41
260306,233,38
260307,764,76
260308,847,39
260309,89,48
260310,233,34
260311,89,79
260312,756,98
260313,188,74
260314,897,62
260315,429,102
260316,669,39
260317,593,46
260318,610,27
260319,610,27
260320,798,60
260321,837,70
260322,15,73
260323,89,29
260324,724,55
260325,154,82
260327,347,32
260328,233,33
260329,580,51
260330,743,96
260331,233,30
260332,813,41
260333,178,86
260334,178,84
260336,539,82
260337,89,76
264479,843,34
264480,89,76
264481,635,58
264482,843,32
264483,0,76
264484,614,61
264485,455,84
264486,824,87
264487,910,60
264488,774,88
264489,89,68
264490,450,96
264491,293,93
264492,178,82
264493,89,51
264494,777,93
264495,889,57
264496,811,92
264497,690,37
264498,484,100
264499,233,40
264500,610,37
264502,327,95
264503,89,76
264504,89,54
264505,843,31
264506,889,51
264507,675,67
264508,178,87
264509,381,42
264510,7,14
264511,89,71
264512,0,19
264513,881,36
264514,89,65
264515,918,69
264516,466,24
264517,89,82
264518,89,57
264519,0,87
264520,897,63
264521,248,89
264522,178,87
264523,518,96
264524,484,97
264525,233,42
264526,843,44
264527,382,94
264528,457,25
264529,868,47
264530,34,20
264531,868,53
264532,709,97
264533,212,94
264534,12,22
264535,89,63
264536,743,92
264538,881,43
264539,89,60
264541,466,27
264542,178,82
264543,233,35
264544,610,26
264545,89,76
264546,89,43
264547,512,50
264548,843,35
264549,175,85
264550,233,42
264551,902,47
264552,449,26
264553,610,24
264554,89,50
264555,89,53
264556,0,17
264557,798,57
264558,654,70
264559,580,61
264560,191,87
264561,10,84
264562,89,63
264563,178,78
264564,868,50
264565,510,72
264566,4,82
267766,610,30
267767,610,31
267768,280,95
267770,610,27
267771,102,89
267772,610,29
267773,89,59
267774,790,83
267775,89,76
267776,212,90
267777,847,51
267778,89,60
267779,246,94
267780,115,89
267781,450,100
267782,280,96
267783,233,26
267784,790,94
267785,89,47
267786,889,51
267787,233,28
267788,751,65
267789,596,65
267790,347,40
267791,70,87
267792,89,78
267793,149,61
267794,505,77
267795,0,66
267796,23,12
267797,892,82
267798,322,52
267799,819,58
267800,554,47
267801,233,53
