# ids,rot_voxel,cube_x,cube_y,cube_z
202614,40,6,7,4
202644,40,3,6,6
202646,40,6,7,4
202650,40,3,6,6
203252,40,3,6,6
203255,40,3,6,6
203272,40,6,7,4
203555,40,3,6,6
220115,40,6,7,5
220140,40,3,6,6
220160,40,6,7,4
225476,40,3,6,6
225595,40,3,6,4
225606,40,3,6,4
228894,40,3,6,4
238487,40,2,7,4
240061,40,4,6,3
264528,40,3,6,4
267789,40,3,6,4
267817,40,3,7,4
267821,40,3,7,4
267829,40,3,7,4
268850,40,3,6,4
268851,40,3,6,4
268854,40,3,7,4
268857,40,3,7,4
268859,40,3,6,4
268860,40,3,6,4
268867,40,2,6,4
268868,40,3,7,4
268872,40,3,6,4
268874,40,3,6,4
268890,40,3,6,4
272172,40,3,6,4
272197,40,3,6,5
272291,40,3,6,4
273547,40,3,6,4
273581,40,2,6,4
307642,40,3,6,4
307652,40,3,6,4
312913,40,3,7,4
312926,40,2,6,5
312930,40,3,6,4
312933,40,3,6,4
313026,40,3,6,4
313059,40,3,6,4
328087,40,3,6,4
328115,40,3,7,4
328125,40,3,6,4
328127,40,3,6,4
328130,40,3,6,4
343194,40,4,6,3
345374,40,3,6,3
348135,40,4,4,5
348137,40,4,6,3
348178,40,3,6,4
367308,40,3,6,3
367335,40,3,7,4
377544,40,4,6,3
377577,40,3,6,4
377581,40,3,6,3
377587,40,3,6,4
377594,40,3,6,3
377595,40,4,6,3
377598,40,4,6,3
377616,40,3,6,4
377617,40,3,6,4
377618,40,3,6,4
377621,40,3,7,4
377623,40,3,7,4
401727,40,3,6,4
401829,40,3,7,4
409324,40,3,7,3
409443,40,3,7,4
412035,40,3,7,4
414887,40,3,6,3
414898,40,4,6,4
414911,40,3,7,4
414991,40,3,7,4
415008,40,3,7,4
422126,40,3,7,4
422128,40,4,7,3
446114,40,3,7,4
446120,40,3,6,3
446123,40,3,7,4
446154,40,3,7,4
446196,40,3,6,4
446198,40,3,6,4
446200,40,3,6,4
446202,40,3,6,4
446206,40,4,6,4
446208,40,4,7,4
446212,40,3,7,4
446228,40,4,6,3
446245,40,2,6,4
447242,40,2,7,4
447440,40,3,6,4
459586,40,3,6,3
459613,40,4,6,4
459634,40,3,6,4
459639,40,3,7,4
462367,40,4,7,3
462371,40,4,6,3
468047,40,4,6,3
468057,40,3,6,4
469915,40,4,7,4
506366,40,2,7,4
530633,40,3,6,3
530649,40,2,6,4
530655,40,3,6,3
534377,40,3,6,3
534397,40,3,6,3
552360,40,2,6,4
560274,40,2,6,4
571344,40,3,6,3
573633,40,2,6,3
573721,40,2,7,4
586575,40,3,7,3
586578,40,3,6,3
586630,40,2,6,4
586633,40,3,6,4
586648,40,2,6,3
586661,40,3,6,3
603800,40,3,6,4
609584,40,3,6,3
609648,40,3,6,3
609650,40,4,7,3
609658,40,3,6,3
609659,40,5,7,3
609660,40,3,6,4
612900,40,4,6,2
612914,40,4,6,4
619987,40,4,6,3
619988,40,3,6,3
619989,40,4,6,3
619990,40,3,6,3
619991,40,4,6,3
619992,40,3,6,3
619994,40,3,6,3
624061,40,3,7,3
624778,40,3,6,3
624836,40,3,6,3
688408,40,3,7,3
694526,40,4,6,3
699704,40,3,6,2
699708,40,3,6,3
699745,40,4,6,3
699746,40,3,6,3
699747,40,4,6,3
699751,40,3,6,3
699781,40,3,7,3
699785,40,4,6,3
699789,40,2,6,4
699796,40,3,7,4
699813,40,3,6,4
699865,40,3,6,4
699898,40,3,6,3
699983,40,3,7,3
699987,40,3,6,4
699990,40,4,6,4
700000,40,3,6,3
700001,40,3,6,3
700002,40,3,6,4
700003,40,3,7,3
709637,40,3,7,3
717974,40,3,7,3
718004,40,3,6,3
718008,40,3,6,3
718009,40,4,6,3
718014,40,3,7,3
718016,40,3,7,3
718018,40,3,6,3
718022,40,5,6,3
720424,40,4,6,3
736934,40,3,6,4
737646,40,5,7,3
749036,40,5,6,3
749040,40,3,6,4
749055,40,4,6,3
751015,40,3,7,3
751034,40,3,6,3
754828,40,3,7,3
754856,40,4,6,3
754862,40,4,6,3
787014,40,4,6,3
787032,40,3,6,3
787049,40,4,6,3
794737,40,5,6,3
794788,40,3,7,3
801004,40,5,6,3
801008,40,3,6,4
803898,40,3,6,3
822984,40,5,6,3
822996,40,4,6,3
831487,40,5,7,3
831593,40,4,7,3
835603,40,4,7,3
835610,40,3,6,3
865090,40,4,6,3
880923,40,4,6,3
880924,40,5,6,2
880926,40,5,6,3
880928,40,3,6,3
880930,40,3,6,4
880932,40,4,6,4
880934,40,3,6,4
880935,40,3,6,4
880941,40,3,6,4
880943,40,3,6,3
880969,40,4,7,4
897024,40,4,6,4
899909,40,4,6,3
899911,40,3,6,3
936224,40,3,6,3
936231,40,3,6,3
939605,40,4,6,3
939608,40,3,6,3
939611,40,5,6,3
939612,40,3,6,3
977560,40,4,6,3
980851,40,3,6,3
980853,40,3,6,3
980862,40,4,6,3
983542,40,3,6,3
983547,40,4,6,3
983582,40,3,6,3
983585,40,3,6,3
983654,40,3,6,4
983665,40,3,6,4
983667,40,4,6,3
983673,40,4,6,4
983675,40,4,7,3
983677,40,3,6,3
983679,40,3,6,3
983686,40,4,6,3
103059,41,4,6,3
103088,41,3,6,3
103091,41,4,6,2
108874,41,4,6,3
123393,41,4,6,3
123399,41,5,6,3
123419,41,5,6,3
123420,41,5,6,3
123422,41,5,6,3
123426,41,5,6,3
123475,41,5,6,3
123476,41,5,6,3
123516,41,4,6,3
125820,41,3,6,3
125832,41,4,6,3
125834,41,3,6,4
125864,41,4,6,3
126093,41,4,6,3
126094,41,4,6,3
126096,41,4,6,2
143037,41,4,6,3
143050,41,4,6,3
143076,41,4,5,3
143103,41,6,6,3
143264,41,5,6,3
143269,41,5,6,3
147724,41,3,4,2
147728,41,4,4,1
147734,41,3,3,3
147743,41,2,4,2
147768,41,4,4,2
147841,41,3,4,2
147866,41,3,4,2
148002,41,3,4,2
148014,41,4,4,2
148038,41,3,4,3
148039,41,3,4,3
148042,41,3,4,2
148045,41,1,4,2
148046,41,4,4,2
148049,41,3,4,2
166853,41,2,4,3
173066,41,3,4,2
173073,41,2,4,3
173090,41,2,4,2
173106,41,3,4,2
173180,41,3,4,2
173223,41,3,4,2
173344,41,3,4,3
173345,41,2,4,3
173490,41,3,4,2
173497,41,3,4,2
173510,41,4,3,2
173528,41,2,4,3
182891,41,4,4,2
182899,41,3,4,2
192217,41,3,4,2
192221,41,3,4,3
199276,41,2,4,3
202593,41,4,3,2
202603,41,4,4,2
202634,41,2,4,3
202651,41,1,4,3
202655,41,2,3,2
202659,41,2,4,3
202672,41,2,4,2
203223,41,3,3,2
203239,41,4,4,2
203264,41,3,4,1
203267,41,4,4,2
203284,41,3,3,2
203285,41,3,3,2
203321,41,2,3,1
203329,41,4,3,2
203460,41,3,4,2
203512,41,4,3,2
203539,41,3,3,2
203540,41,3,3,2
203542,41,4,3,2
203543,41,4,4,2
203544,41,4,4,2
203545,41,3,3,3
203546,41,4,3,1
203558,41,3,3,3
203560,41,3,4,1
203562,41,2,3,2
203564,41,4,4,1
203573,41,3,3,2
220161,41,3,3,2
220176,41,3,3,2
220183,41,4,3,2
220202,41,3,3,2
225631,41,3,3,3
225634,41,4,3,3
227716,41,3,4,3
238459,41,4,3,2
238482,41,4,3,2
240103,41,2,3,3
240106,41,4,4,2
240109,41,3,4,3
240124,41,4,6,3
240126,41,3,6,3
240130,41,4,6,3
240132,41,3,6,3
240135,41,3,6,3
240138,41,3,6,3
240141,41,4,6,3
247664,41,4,6,3
268852,41,4,6,4
268853,41,4,6,3
268855,41,4,6,3
268861,41,4,6,4
268862,41,4,6,3
268863,41,3,6,3
268864,41,3,6,3
268941,41,4,6,3
272193,41,4,6,3
272198,41,2,6,3
272204,41,4,6,3
273537,41,3,6,3
273549,41,3,6,3
273555,41,3,6,3
287952,41,3,6,3
307686,41,3,6,3
307928,41,3,6,3
307941,41,4,6,3
307986,41,4,6,4
312909,41,4,6,4
312917,41,5,2,5
313017,41,3,6,3
313034,41,3,6,3
319633,41,4,6,3
328089,41,4,6,3
343216,41,4,6,2
345322,41,4,6,3
345326,41,4,7,4
345329,41,3,6,4
345361,41,4,6,3
345404,41,4,6,4
348119,41,4,6,3
348145,41,3,7,3
348147,41,3,6,3
348149,41,3,6,3
348160,41,4,6,3
349442,41,3,6,3
349450,41,4,5,4
351219,41,3,6,3
367323,41,3,6,4
367814,41,3,6,3
367825,41,3,6,3
368165,41,3,6,3
377539,41,4,6,3
377580,41,5,2,3
377590,41,4,6,3
377592,41,3,6,3
377593,41,4,6,3
377597,41,3,6,3
377649,41,5,6,3
409369,41,3,6,3
409398,41,4,6,3
409407,41,4,6,2
409432,41,4,6,3
412027,41,4,6,3
414908,41,3,6,3
415869,41,3,6,3
422171,41,3,6,3
446125,41,3,7,3
446132,41,3,6,3
446137,41,3,6,3
446179,41,3,6,4
446186,41,3,6,3
446195,41,4,6,3
446210,41,3,6,3
446234,41,3,6,3
446251,41,4,6,3
446256,41,4,6,3
447356,41,4,7,3
447444,41,4,6,3
459490,41,4,6,3
459496,41,3,6,3
459502,41,3,6,3
459520,41,4,5,5
459593,41,4,6,4
459615,41,4,6,4
459624,41,3,6,4
460052,41,3,6,3
462350,41,3,6,3
462353,41,2,6,3
462358,41,3,6,3
462361,41,3,6,3
462363,41,3,6,3
462365,41,3,6,4
467940,41,3,6,3
467960,41,3,6,4
468045,41,2,6,4
469890,41,3,6,3
469916,41,4,6,3
475046,41,4,6,3
506398,41,3,6,4
532939,41,3,6,4
532946,41,3,6,4
532956,41,4,7,3
533987,41,4,6,4
552331,41,4,6,3
552346,41,3,6,4
556965,41,4,6,4
556967,41,3,6,4
556971,41,4,6,3
556977,41,3,6,4
556978,41,3,6,4
556987,41,4,6,3
556992,41,3,6,4
556995,41,3,6,2
556997,41,3,6,3
557003,41,4,6,2
557005,41,3,6,4
557007,41,3,6,4
557008,41,4,6,2
557010,41,3,6,4
573557,41,2,6,4
573615,41,3,6,4
573630,41,3,6,3
573713,41,4,6,2
573728,41,4,6,3
586638,41,3,6,4
586748,41,4,6,3
609586,41,3,6,3
609588,41,4,6,3
609626,41,3,6,3
609637,41,4,6,3
609655,41,3,6,4
609662,41,3,6,3
609663,41,3,6,4
615028,41,3,6,3
615034,41,4,6,4
619986,41,3,6,3
619993,41,4,6,3
619995,41,3,6,3
619998,41,4,6,3
620002,41,3,6,3
624810,41,3,6,3
624817,41,4,6,3
624829,41,3,6,4
624831,41,4,6,3
624838,41,3,6,3
624840,41,4,7,3
624841,41,3,6,3
624860,41,3,6,2
624865,41,3,6,3
624872,41,3,6,3
624874,41,4,6,3
637340,41,3,6,3
637343,41,3,6,3
637346,41,4,6,3
637353,41,2,6,3
637371,41,4,6,3
655322,41,3,6,3
655326,41,3,6,3
688447,41,3,6,4
692267,41,4,6,3
692271,41,3,6,3
692291,41,3,6,3
694587,41,3,6,3
699706,41,3,6,3
699709,41,3,6,3
699712,41,3,4,3
699713,41,3,4,3
699714,41,4,5,3
699715,41,3,4,3
699716,41,3,4,3
699718,41,3,4,3
699719,41,3,4,3
699724,41,3,5,3
699725,41,4,5,2
699727,41,3,4,3
699728,41,3,5,3
699731,41,3,5,3
699733,41,4,5,3
699743,41,4,5,2
699744,41,4,5,3
699750,41,3,5,3
699753,41,3,4,3
699804,41,3,4,3
699807,41,4,5,2
699808,41,4,5,2
699809,41,4,5,3
699817,41,2,5,3
699818,41,3,5,3
699819,41,3,5,3
699820,41,3,5,3
699821,41,4,5,3
699823,41,3,5,3
699826,41,3,5,3
699832,41,3,4,3
699833,41,3,5,2
699834,41,3,5,3
699835,41,3,5,3
699836,41,3,5,3
699855,41,4,5,3
699857,41,3,5,3
699863,41,3,5,3
699878,41,3,4,3
699884,41,4,5,2
699887,41,3,5,3
699889,41,4,4,3
699892,41,3,5,3
699909,41,3,5,3
699910,41,3,5,3
699914,41,3,5,3
699962,41,4,6,4
699968,41,3,4,3
699970,41,3,5,2
699973,41,3,4,2
699978,41,3,5,3
699992,41,3,6,3
699995,41,3,5,3
699997,41,3,5,3
699998,41,3,6,3
706375,41,3,5,3
709434,41,3,5,3
709519,41,3,5,3
717978,41,3,5,3
717984,41,3,5,3
717988,41,4,5,3
717990,41,3,5,3
717991,41,3,5,3
717994,41,3,5,3
717995,41,3,5,3
718000,41,3,5,3
718001,41,4,5,3
718003,41,3,5,3
718006,41,3,5,3
718007,41,4,5,3
718011,41,3,5,3
718020,41,3,5,3
718021,41,3,5,3
718023,41,4,5,3
720433,41,3,5,3
736951,41,3,5,3
740468,41,3,5,3
740493,41,3,5,3
749049,41,3,5,3
751020,41,3,5,3
754873,41,3,5,3
757285,41,3,5,3
787010,41,4,5,3
787012,41,3,5,3
787023,41,3,5,3
787030,41,3,5,3
787052,41,3,5,3
787053,41,3,5,3
794689,41,3,5,3
794690,41,3,5,3
794691,41,3,5,3
794695,41,3,5,3
794698,41,3,5,3
794701,41,3,5,3
794703,41,3,5,3
794710,41,3,5,3
794715,41,4,5,3
794717,41,3,5,3
794718,41,3,5,2
794719,41,3,5,3
794720,41,2,5,3
794721,41,3,5,2
794725,41,3,4,2
794763,41,3,5,3
794787,41,4,5,2
822980,41,3,5,2
829767,41,3,5,3
835595,41,4,5,2
847659,41,3,5,2
847668,41,2,5,3
847670,41,4,6,3
847678,41,4,6,3
851065,41,4,7,3
852812,41,4,6,3
865028,41,4,6,3
865093,41,4,6,3
880952,41,4,6,3
880953,41,4,6,2
880964,41,4,6,3
881835,41,4,6,3
884143,41,4,6,3
884144,41,4,6,3
892119,41,4,6,3
897022,41,4,7,3
897033,41,4,7,3
899924,41,4,6,3
899928,41,4,6,3
927497,41,4,7,3
936226,41,4,6,3
936234,41,3,6,3
936235,41,4,6,3
939603,41,4,7,3
939609,41,4,6,3
939610,41,3,6,3
939613,41,4,6,3
967868,41,3,7,3
967872,41,3,7,3
967875,41,4,7,2
967880,41,3,6,3
967888,41,3,7,3
967903,41,4,7,3
967913,41,4,7,3
967914,41,4,6,2
967986,41,3,7,2
968000,41,4,7,3
968017,41,3,6,3
977649,41,3,6,4
980871,41,3,6,3
980873,41,4,6,3
980875,41,3,6,4
980880,41,3,6,3
980882,41,3,6,3
983541,41,3,6,4
983546,41,4,6,3
983549,41,2,6,4
983551,41,4,6,3
983552,41,3,6,4
983562,41,3,6,2
983587,41,3,6,3
983590,41,2,6,3
983611,41,4,6,3
983630,41,3,6,4
983652,41,4,6,3
983668,41,4,6,2
983669,41,2,6,4
983674,41,4,6,3
983682,41,3,6,4
983684,41,3,6,3
983685,41,3,6,3
983687,41,4,6,3
103060,42,3,6,3
103062,42,4,6,3
103064,42,3,6,4
103069,42,4,6,3
103070,42,4,6,3
103071,42,3,6,3
103072,42,4,6,3
103074,42,3,6,3
103076,42,4,6,3
147616,42,2,6,4
147675,42,4,6,3
147686,42,3,6,3
147800,42,4,6,3
147895,42,3,6,3
147898,42,3,6,3
147901,42,4,6,3
147991,42,3,6,4
148015,42,3,6,3
173227,42,4,6,3
173256,42,3,6,3
192205,42,3,6,3
192211,42,3,5,2
192212,42,4,4,2
192213,42,3,5,2
192216,42,4,5,2
238415,42,4,5,2
267792,42,4,5,2
307638,42,2,5,2
307644,42,4,5,1
307648,42,3,5,2
348113,42,2,5,3
348114,42,3,4,3
367803,42,4,5,2
377619,42,3,5,3
409288,42,4,5,2
409300,42,4,5,2
409323,42,3,5,2
409431,42,3,5,3
409441,42,2,5,2
447267,42,1,6,5
447371,42,3,5,3
468007,42,3,5,3
506373,42,3,5,2
620004,42,1,5,2
699828,42,3,5,2
699958,42,3,5,2
699961,42,4,5,2
699963,42,2,5,3
699972,42,2,5,2
699976,42,3,5,2
699979,42,3,5,2
699980,42,3,5,2
699984,42,1,7,5
699988,42,2,5,3
699994,42,2,5,2
699996,42,3,5,2
720434,42,4,4,3
794869,42,2,5,4
852714,42,4,5,2
852801,42,3,4,2
852818,42,3,5,1
852826,42,3,5,2
852832,42,3,5,2
881821,42,3,5,1
967893,42,3,5,2
103065,43,3,5,1
103067,43,3,5,2
147892,43,3,5,2
147981,43,2,5,3
147988,43,3,5,3
467948,43,2,6,2
624869,43,3,6,2
103073,44,3,6,3
143194,44,2,6,3
147994,44,3,5,2
199328,44,3,6,1
268866,44,3,5,3
447238,44,3,6,2
619985,44,2,6,2
688478,44,3,6,1
699710,44,3,6,2
699735,44,2,6,2
699824,44,3,6,3
709527,44,3,5,2
749068,44,4,6,1
794697,44,4,6,1
794731,44,3,6,2
794734,44,4,5,1
794792,44,3,5,2
794793,44,3,6,2
794794,44,4,6,1
794795,44,3,6,1
794799,44,3,6,2
794800,44,3,6,3
794801,44,4,4,2
794802,44,2,4,3
794803,44,3,5,2
794804,44,2,5,3
794805,44,4,5,3
794821,44,2,4,3
794822,44,4,5,2
794823,44,3,5,2
852773,44,2,4,3
890613,44,4,5,2
103080,45,2,4,3
123437,45,4,5,3
123438,45,3,5,2
123463,45,2,4,3
123511,45,4,5,2
141567,45,4,5,3
143013,45,2,4,3
143172,45,3,5,2
147863,45,4,5,2
147871,45,3,4,3
165818,45,3,5,3
173094,45,2,4,3
173329,45,4,5,3
173529,45,4,5,3
173537,45,2,4,3
173565,45,3,5,2
177758,45,2,5,3
177838,45,4,5,2
190045,45,3,4,3
199289,45,4,5,3
202534,45,2,5,3
225486,45,4,5,3
225518,45,2,4,3
225520,45,4,4,3
225523,45,2,4,3
225524,45,3,5,3
225526,45,2,4,3
225529,45,4,4,3
225591,45,3,4,3
229426,45,2,4,3
267825,45,3,4,3
268837,45,4,4,2
296179,45,3,4,3
307729,45,3,4,3
312877,45,3,4,2
319656,45,2,5,4
348156,45,3,5,3
356548,45,2,5,3
368161,45,3,5,3
411994,45,3,5,2
415022,45,2,5,3
415855,45,3,5,3
415883,45,4,5,2
459538,45,2,5,3
459565,45,4,5,3
459604,45,4,5,2
459632,45,2,5,3
462337,45,3,5,2
462374,45,2,5,3
462375,45,3,5,3
462377,45,3,4,2
462378,45,3,5,3
462380,45,4,4,2
475002,45,2,5,3
579149,45,4,5,2
584943,45,4,4,2
584964,45,2,5,2
585953,45,3,5,3
586615,45,3,4,2
586901,45,2,5,3
591650,45,4,4,2
591689,45,2,5,2
609596,45,3,4,2
655158,45,3,4,3
655161,45,2,5,3
655167,45,4,5,3
692251,45,3,5,3
694507,45,3,4,3
751065,45,4,5,3
831577,45,2,5,3
831590,45,3,5,2
831597,45,2,5,3
831600,45,4,4,2
831610,45,3,4,2
831612,45,3,5,2
865081,45,2,5,2
880984,45,4,5,3
924281,45,4,4,2
936240,45,4,5,3
983711,45,4,4,3
103081,46,2,4,3
132426,46,4,5,3
193463,46,3,6,3
193464,46,4,6,3
193465,46,3,6,3
245031,46,3,6,4
356535,46,4,6,3
356539,46,3,6,3
422153,46,3,6,4
459483,46,4,6,2
461473,46,3,6,3
468299,46,3,6,3
468303,46,4,3,2
481295,46,3,6,3
481311,46,3,6,4
481398,46,4,6,3
671627,46,4,6,2
671655,46,4,6,3
671736,46,4,6,3
694372,46,3,6,3
694377,46,2,3,2
835654,46,4,6,2
893993,46,3,7,3
936327,46,3,6,2
936330,46,3,7,3
936354,46,2,6,4
103082,47,3,6,3
312995,47,3,6,4
339359,47,4,7,3
343461,47,3,6,3
591765,47,3,6,4
897019,47,3,7,4
936189,47,3,6,3
103084,48,2,6,3
132407,48,4,4,4
136567,48,3,7,3
136585,48,3,7,3
136593,48,2,7,3
143150,48,3,6,4
202702,48,2,6,4
244993,48,3,6,3
246603,48,3,6,3
249533,48,4,5,4
260316,48,1,7,5
339339,48,3,7,3
339375,48,3,7,3
343490,48,1,7,4
355120,48,3,7,3
376721,48,3,6,5
377112,48,4,7,3
394687,48,2,6,5
401803,48,4,7,2
415661,48,3,5,3
459514,48,3,5,3
468232,48,3,5,3
500761,48,3,5,3
530654,48,3,5,3
530657,48,3,5,3
530667,48,3,5,3
530670,48,3,5,3
539167,48,3,5,3
558041,48,2,5,3
573718,48,3,5,3
583218,48,2,5,3
624842,48,2,5,3
694512,48,2,5,3
694613,48,3,5,3
804785,48,2,5,3
804788,48,3,5,3
804789,48,3,5,3
804795,48,2,5,3
804797,48,3,4,3
852786,48,3,5,3
865039,48,3,5,3
884157,48,3,4,2
893930,48,2,5,3
981482,48,3,5,3
103085,49,3,5,3
141615,49,4,5,3
143164,49,3,5,3
147958,49,3,5,3
173091,49,3,5,3
173184,49,3,5,3
173300,49,3,5,4
173418,49,3,5,3
173421,49,3,5,3
202661,49,3,5,4
228852,49,3,4,4
228884,49,3,5,3
229508,49,3,5,3
264545,49,3,5,4
273593,49,4,5,2
312888,49,4,5,2
312997,49,4,4,2
313023,49,4,4,2
319677,49,4,5,2
319750,49,4,4,3
319769,49,4,4,2
319783,49,3,4,3
319843,49,2,5,3
319849,49,3,5,3
343199,49,3,5,4
343207,49,3,4,3
352455,49,3,4,3
409304,49,4,3,2
447427,49,5,3,1
447431,49,3,4,3
461495,49,4,4,3
523818,49,3,4,3
523834,49,3,5,4
560279,49,3,5,3
573720,49,3,5,3
586892,49,3,4,3
822975,49,3,5,4
865027,49,3,5,3
890622,49,4,2,7
103087,50,3,4,3
103103,50,3,4,3
103212,50,3,7,4
125899,50,3,7,3
125907,50,3,7,3
125978,50,3,7,3
126006,50,4,7,3
126011,50,5,6,2
142993,50,4,6,2
142999,50,3,7,3
143121,50,3,7,3
145867,50,2,7,4
163884,50,3,7,3
163920,50,3,7,4
165749,50,3,7,4
165812,50,4,7,4
165851,50,3,7,4
165920,50,3,7,3
165944,50,3,7,4
165947,50,4,7,4
173238,50,4,7,4
175071,50,3,7,3
175089,50,3,7,3
181686,50,4,7,3
182877,50,3,7,3
182884,50,4,7,3
193349,50,3,7,3
199257,50,4,7,3
202639,50,3,7,3
223867,50,3,7,3
223882,50,4,7,3
227722,50,2,7,3
238694,50,4,7,3
238814,50,4,6,3
244962,50,4,7,3
272259,50,4,6,3
273546,50,4,7,3
308013,50,4,7,3
313006,50,4,6,3
319685,50,4,7,3
319734,50,4,6,3
343393,50,4,6,3
351218,50,3,7,3
355129,50,5,6,2
356574,50,4,6,2
356840,50,4,6,2
376705,50,2,7,3
376729,50,3,7,3
377651,50,3,7,3
377692,50,4,6,3
377714,50,3,7,3
377718,50,3,6,3
382498,50,3,7,3
391191,50,5,6,2
415749,50,3,6,2
415755,50,3,7,3
415764,50,3,7,3
415772,50,3,7,3
417872,50,4,6,3
443184,50,4,7,3
443187,50,3,7,4
443201,50,3,7,3
517205,50,4,7,2
579172,50,3,7,3
579233,50,4,7,3
579251,50,4,6,3
579273,50,3,7,3
584942,50,3,7,3
585091,50,4,6,2
585095,50,4,6,3
585766,50,4,7,3
585779,50,4,6,3
585783,50,3,7,2
591628,50,3,7,3
591633,50,4,6,3
591681,50,4,7,3
591751,50,5,6,3
591753,50,3,7,3
591759,50,4,7,3
601276,50,2,6,4
601373,50,5,5,4
642699,50,4,7,4
671713,50,3,7,3
686839,50,4,7,4
688500,50,4,6,3
688523,50,3,7,3
688625,50,4,7,4
692268,50,2,7,4
720372,50,4,6,4
720380,50,4,7,3
740553,50,4,7,3
781833,50,3,7,3
781839,50,3,7,3
801033,50,3,5,2
829713,50,3,7,4
840351,50,3,7,4
841194,50,3,7,4
841195,50,3,7,4
841196,50,6,5,4
841201,50,4,5,3
841208,50,3,5,3
841243,50,3,5,3
849760,50,3,5,3
890644,50,3,5,3
893965,50,4,5,3
894006,50,3,5,3
894018,50,4,5,3
894323,50,3,5,3
921282,50,3,5,3
924259,50,3,5,3
924280,50,4,5,3
924287,50,4,5,2
924299,50,4,5,3
927278,50,4,5,3
927286,50,3,5,3
927371,50,3,5,3
936347,50,3,5,2
936348,50,3,5,2
940237,50,4,5,3
977540,50,3,5,2
977554,50,4,5,2
977627,50,4,5,2
977637,50,4,5,3
977662,50,3,5,3
981415,50,4,5,3
981432,50,4,5,4
103089,51,3,5,3
134936,51,4,5,4
134937,51,3,5,3
134939,51,4,5,3
134940,51,3,5,3
143255,51,4,5,4
143273,51,3,5,3
203273,51,3,5,3
220265,51,3,5,3
238457,51,4,5,2
264521,51,4,5,3
264538,51,3,5,3
307784,51,3,7,3
307862,51,4,7,3
345369,51,3,7,4
345378,51,3,7,4
345398,51,3,7,4
351231,51,3,7,3
351325,51,3,7,3
355092,51,4,6,4
401828,51,4,7,4
422142,51,3,7,3
422145,51,3,7,3
447318,51,3,7,4
447329,51,4,6,4
475320,51,3,7,4
603834,51,3,7,3
642732,51,4,7,4
655272,51,3,7,4
694528,51,3,7,3
831463,51,3,7,4
831525,51,4,7,4
831541,51,3,7,4
831553,51,4,6,4
847564,51,3,7,3
851048,51,4,6,4
856703,51,3,7,4
856739,51,4,6,4
856751,51,3,6,3
896171,51,4,7,4
896345,51,3,7,4
968070,51,3,7,4
103090,52,4,7,4
125967,52,3,7,4
240059,52,3,7,4
312911,52,4,6,3
376623,52,4,7,4
377671,52,3,7,4
694554,52,4,7,4
917751,52,3,7,4
103092,53,4,7,4
126012,53,3,7,4
132431,53,3,7,4
132456,53,3,7,4
134951,53,3,7,4
143004,53,4,6,4
143040,53,4,6,4
168714,53,4,7,4
190047,53,4,7,3
199280,53,3,7,3
203478,53,4,7,3
203679,53,4,7,3
203680,53,4,7,3
203686,53,3,7,4
212106,53,4,7,4
228481,53,3,7,3
228489,53,3,7,4
229485,53,4,7,4
240092,53,4,7,4
240116,53,4,7,3
267802,53,3,7,4
267827,53,4,7,3
319741,53,3,7,4
319768,53,4,7,3
319869,53,3,7,3
333434,53,3,7,3
333436,53,4,7,4
333439,53,4,7,3
343357,53,4,7,4
351320,53,4,7,4
351329,53,2,7,3
352328,53,3,7,4
355026,53,3,7,4
376642,53,4,7,3
377706,53,3,7,3
377740,53,3,7,3
378593,53,4,7,3
394723,53,4,7,4
394751,53,3,7,3
401745,53,4,7,4
414896,53,3,7,3
421640,53,3,7,3
422138,53,4,7,3
443202,53,3,7,3
447490,53,3,7,3
459464,53,3,7,3
459476,53,3,7,4
459480,53,4,7,3
459507,53,3,7,3
468156,53,3,7,3
468172,53,3,7,4
468178,53,3,7,3
468188,53,3,7,3
468195,53,3,7,4
468271,53,4,7,4
468273,53,4,7,4
468274,53,4,7,4
468285,53,3,7,4
475350,53,3,7,4
481461,53,2,7,3
506365,53,3,7,4
506381,53,3,7,4
506389,53,3,6,4
506392,53,3,7,4
506401,53,3,7,4
545939,53,3,7,4
560354,53,3,7,4
571350,53,3,7,4
571364,53,3,7,4
591730,53,3,7,4
609352,53,2,7,3
672810,53,3,7,4
672816,53,4,6,4
672851,53,3,7,4
688451,53,3,7,4
688646,53,3,7,4
692276,53,3,7,4
692306,53,4,7,3
694419,53,4,7,4
694421,53,4,7,3
701754,53,3,7,3
720314,53,4,7,4
720413,53,4,7,4
720491,53,3,7,4
720499,53,3,7,4
829755,53,3,7,4
835694,53,3,7,3
838509,53,3,7,3
841206,53,4,7,4
841215,53,5,7,4
847736,53,4,7,4
847747,53,4,7,4
849766,53,3,7,4
853008,53,3,7,3
853010,53,4,7,4
853015,53,3,7,4
853017,53,3,7,4
853018,53,3,7,4
853019,53,3,7,3
863014,53,3,7,3
917721,53,3,0,1
936360,53,3,0,1
981528,53,3,1,1
981534,53,3,1,2
981544,53,3,1,2
103095,54,3,0,1
108974,54,4,0,1
108975,54,4,0,1
125881,54,3,0,1
130104,54,3,1,1
143355,54,4,0,2
146931,54,3,0,1
158934,54,4,1,1
165741,54,4,1,1
165868,54,3,0,1
165877,54,3,1,1
165892,54,3,0,1
165988,54,3,0,1
165992,54,3,0,1
166004,54,5,1,0
166006,54,4,1,1
166859,54,4,1,2
177780,54,3,1,2
182908,54,3,1,2
193357,54,4,1,2
193369,54,4,0,1
