# id,sphere,gamma
165783,610,29
165784,610,30
165785,610,30
165786,610,29
165787,610,30
165788,466,29
165789,610,32
165790,610,29
165791,610,32
165792,610,30
165793,610,33
165794,610,30
165795,610,31
165796,610,32
165797,610,32
165798,610,30
165799,610,32
165800,610,30
165801,610,31
165802,610,32
165803,610,32
165804,610,33
165805,610,31
165806,610,32
165807,610,30
165808,233,28
165810,610,31
165811,847,41
165812,675,97
165813,610,26
165814,843,35
165815,847,40
165816,675,97
165817,374,95
165818,348,97
165819,826,39
165821,709,96
165822,450,99
165823,610,29
165824,843,35
165825,847,43
165826,709,96
165827,190,34
165828,610,28
165829,843,34
165830,826,39
165831,743,95
165832,610,27
165833,610,31
165834,843,38
165835,868,48
165836,484,98
165837,610,32
165838,843,38
165839,868,46
165840,573,99
165841,610,27
165842,843,37
165843,743,95
165844,185,49
165845,610,32
165846,843,38
165847,743,95
165848,610,28
165849,843,35
165850,847,43
165851,641,97
165852,610,28
165853,610,32
165854,843,39
165855,868,47
165856,610,28
165857,843,33
165858,826,39
165859,466,29
165860,610,28
165861,610,29
165862,826,42
165863,610,29
165864,843,38
165865,610,29
165866,826,41
165867,610,28
165868,826,40
165869,610,30
165870,826,39
165871,610,30
165872,843,37
165873,610,30
165874,826,38
165875,610,30
165876,484,95
165877,826,40
165878,484,96
165879,847,40
165880,610,29
165881,610,31
165882,826,38
165883,610,30
165884,826,39
165885,610,30
165886,826,38
165887,610,30
165888,826,39
165889,610,30
165890,826,39
165891,610,29
165892,826,39
165893,610,30
165894,826,39
165895,610,30
165896,792,38
165897,610,30
165898,826,38
165899,610,29
165900,826,38
165901,610,30
165902,826,38
165903,610,30
165904,826,38
165905,610,30
165906,826,40
165908,826,38
165909,641,99
165910,843,37
165911,709,96
165912,610,27
165913,826,38
165914,709,97
165915,610,27
165916,826,38
165917,675,97
165918,382,97
165919,847,39
165920,641,98
165921,610,29
165922,826,37
165923,675,96
165924,610,30
165925,847,39
165926,709,96
165927,211,35
165928,843,36
165929,709,96
165930,610,30
165931,843,37
165932,675,97
165933,610,28
165934,826,38
165935,675,97
165936,610,28
165937,826,37
165938,675,97
165939,610,27
165940,826,39
165941,641,97
165942,610,28
165943,843,37
165944,641,98
165945,172,56
165946,826,38
165947,641,98
165948,610,28
165949,843,38
165950,675,97
165951,193,61
165952,610,28
165953,843,37
165954,743,95
165955,610,27
165956,610,32
165957,826,39
165958,709,95
165959,610,29
165960,610,29
165961,610,29
165962,610,29
165963,610,28
165964,610,29
165965,610,29
165966,610,28
165967,466,28
165968,610,28
165969,610,28
165970,675,95
165971,610,29
165972,610,28
165973,843,40
165974,610,28
165975,675,96
165976,826,38
165978,843,38
165979,610,29
165980,843,38
165981,610,28
165982,826,39
165983,610,28
165984,826,38
165985,573,97
165986,826,37
165987,610,28
165988,826,39
165989,518,96
165990,826,41
165991,185,49
165992,826,39
165993,610,29
165994,826,39
165995,610,29
165996,826,37
165997,610,29
165998,771,38
165999,610,29
166000,826,39
166001,610,28
166002,826,39
166003,610,29
166004,826,39
166005,610,28
166006,826,39
166007,610,30
166008,826,38
166672,510,72
166673,599,69
166674,455,75
166675,599,69
166676,510,73
166677,654,69
166678,421,78
166679,622,65
166680,656,65
166681,601,65
166682,656,63
166683,656,65
166684,656,64
166685,656,63
166686,656,64
166687,622,62
166688,656,62
166689,656,61
166690,656,62
166691,601,61
166692,601,60
166693,622,61
166694,656,60
166695,656,59
166696,622,59
166697,601,50
166698,421,72
166699,455,71
166700,455,71
166701,455,72
166702,455,72
166703,455,71
166704,455,72
166705,400,74
166706,455,72
166707,455,70
166708,455,71
166709,455,70
166710,455,71
166711,455,70
166712,455,71
166713,455,70
166714,366,73
166715,455,70
166716,510,69
166717,455,70
166718,510,69
166719,455,70
166720,510,70
166721,455,71
166722,455,70
166723,510,67
166724,510,66
166725,567,58
166726,510,69
166727,510,69
166728,510,70
166729,510,69
166730,510,70
166731,455,68
166732,510,69
166733,510,68
166734,510,69
166735,510,68
166736,510,68
166737,366,75
166738,510,66
166739,510,67
166740,455,69
166741,421,75
166742,455,68
166743,366,73
166744,510,68
166745,510,67
166746,455,71
166747,510,71
166748,510,72
166749,455,75
166750,510,73
166751,599,68
166752,510,74
166753,622,64
166754,601,63
166755,601,63
166756,622,64
166757,601,63
166758,510,70
166759,599,69
166760,455,74
166761,599,68
166762,601,64
166763,510,71
166764,455,75
166765,599,68
166766,510,73
166767,654,66
166768,656,63
166769,622,63
166771,455,75
166772,654,67
166773,601,64
166774,622,66
166775,599,68
166776,476,75
166777,601,62
166778,599,70
166779,421,76
166780,622,61
166781,599,69
166782,421,77
166783,656,57
166784,601,63
166785,565,70
166786,510,73
166787,622,62
166788,455,75
166789,601,63
166790,599,69
166791,510,74
166792,622,62
166793,565,70
166794,567,61
166795,599,69
166796,455,76
166797,567,61
166798,510,69
166799,510,69
166800,510,68
166801,510,68
166802,510,66
166803,455,69
166804,455,69
166805,455,70
166806,455,69
166807,455,68
166808,510,68
166809,510,67
166810,510,66
166811,510,66
166812,510,66
166813,510,66
166814,510,66
166815,455,70
166816,455,68
166817,510,67
166818,510,65
166819,455,71
166820,567,54
166821,510,67
166822,455,70
166823,512,53
166824,510,68
166825,567,52
166826,510,68
166827,510,68
166828,510,68
166829,421,71
166830,565,66
166831,510,67
166832,421,72
166833,567,53
166834,510,67
166835,510,67
166836,510,67
166837,455,70
166838,455,71
166839,565,66
166840,455,70
166841,599,65
166842,455,72
166843,565,66
166844,421,71
166845,599,65
166846,455,71
166847,567,53
166848,610,31
166849,416,95
166850,826,42
166851,607,97
166852,233,32
166853,280,93
166854,843,37
166855,843,39
166856,847,45
166857,709,95
166858,610,29
166859,826,40
166860,233,32
166861,552,97
166862,826,42
166863,337,68
166864,518,98
166865,826,40
166866,607,96
166867,610,32
166868,843,38
167621,512,41
167622,512,43
167623,457,39
167624,512,41
167625,512,40
167626,512,39
167627,512,42
167628,478,41
167629,512,41
167630,512,42
167631,512,41
167632,512,40
167633,512,40
167634,512,40
167635,512,38
167636,512,41
167637,512,38
167638,512,42
167639,512,38
167640,512,40
167641,512,39
167642,512,40
167643,478,40
167644,512,40
167645,478,40
167646,743,60
167647,423,38
167648,478,37
167649,533,38
168691,233,31
168692,233,31
168693,211,35
168694,484,99
168695,450,99
168696,466,30
168697,233,30
168698,518,97
168699,227,59
168700,610,26
168701,233,31
168702,868,47
168703,868,48
168704,868,47
168705,868,46
168706,868,46
168707,868,46
168708,868,47
168709,868,45
168710,847,45
168711,847,44
168712,178,81
168713,847,43
168714,847,47
168715,847,44
168716,654,93
168717,675,94
168718,233,32
168719,89,75
168721,89,74
168722,89,73
168723,178,74
168724,178,75
168725,233,33
168726,233,34
168727,233,34
168728,233,33
168729,89,72
168731,868,53
168732,233,33
168733,675,92
168734,709,93
168735,777,91
168736,722,92
168737,89,72
168738,178,73
168739,709,93
168740,868,54
168741,868,53
168742,868,53
168743,709,93
168744,709,93
168745,675,93
168746,709,92
168747,466,32
168748,233,33
168749,233,74
168751,178,73
168752,709,93
168753,709,92
168754,813,55
168755,709,93
168756,813,56
168757,813,54
168758,847,54
168759,709,93
168760,709,94
168762,777,92
168763,233,32
168764,868,52
168765,89,33
168766,709,92
168767,709,94
168768,709,94
168769,709,94
168770,233,33
168771,233,34
168772,233,34
168773,233,34
168774,233,34
168775,233,34
168776,620,90
168777,233,34
168778,233,34
168780,233,33
168781,709,94
168782,599,87
168783,868,49
168784,868,50
168785,868,49
168786,868,49
168787,868,50
168788,868,48
168789,868,47
168790,868,49
168791,847,48
168792,868,47
168793,868,47
168794,868,47
168795,233,34
168796,233,31
168797,233,33
168798,675,91
168799,233,34
168800,233,34
168801,868,50
168802,868,49
168803,868,49
168804,847,49
168805,233,34
168806,233,33
168807,233,33
168808,233,33
168809,868,49
168810,813,47
168811,233,33
168812,233,33
168813,233,33
168814,233,33
168815,868,48
168816,868,48
168817,868,50
168818,847,49
168819,847,49
173062,450,95
173063,361,95
173064,235,71
173065,313,31
173066,610,34
173067,610,34
173068,348,95
173069,348,96
173070,416,96
173071,280,91
173072,212,89
173073,610,34
173074,280,94
173075,314,94
173076,348,96
173077,610,32
173078,348,94
173079,314,94
173080,348,95
173081,314,95
173082,610,32
173083,610,31
173084,348,95
173085,466,28
173086,314,95
173087,610,34
173088,610,33
173089,314,95
173090,280,94
173091,382,96
173092,314,95
173093,484,98
173094,348,96
173096,610,32
173097,314,95
173099,610,32
173100,382,97
173101,382,97
173102,610,26
173103,280,94
173104,293,97
173105,348,96
173106,280,93
173107,319,90
173108,610,31
173109,382,97
173110,314,95
173111,366,85
173112,415,29
173113,361,95
173114,675,96
173115,826,39
173116,709,95
173117,843,34
173118,552,96
173120,610,28
173121,641,98
173122,843,37
173123,743,96
173124,709,95
173125,610,32
173126,233,27
173127,843,36
173128,675,95
173129,843,36
173130,675,96
173131,259,94
173132,610,31
173133,641,96
173135,610,29
173136,607,99
173137,641,98
173138,573,98
173139,843,37
173140,709,95
173141,233,30
173142,843,34
173143,843,33
173144,484,98
173145,709,96
173146,709,96
173149,847,44
173150,709,96
173151,607,98
173152,593,27
173153,233,28
173154,225,96
173155,610,30
173156,826,40
173157,518,98
173158,466,28
173159,233,30
173160,610,32
173161,868,49
173162,484,100
173163,523,87
173164,826,39
173165,573,98
173166,293,97
173167,348,95
173168,416,97
173169,552,98
173170,314,95
173171,484,97
173172,518,96
173173,280,93
173174,259,94
173175,361,96
173176,416,97
173177,348,97
173178,610,32
173179,382,97
173180,314,94
173181,484,98
173182,610,29
173183,382,97
173184,382,97
173185,193,60
173187,293,96
173188,327,96
173189,382,97
173190,259,94
173191,450,97
173192,259,95
173193,259,94
173194,416,97
173195,610,29
173197,607,98
173198,518,98
173199,450,98
173200,348,96
173201,382,97
173202,518,98
173203,348,96
173204,348,96
173205,348,96
173207,279,32
173208,292,29
173209,382,95
173210,610,29
173211,246,90
173212,280,94
173214,607,97
173215,314,95
173216,610,29
173217,416,97
173218,675,95
173219,633,91
173220,607,97
173222,709,96
173223,610,34
173224,826,45
173225,233,30
173227,314,92
173228,843,39
173229,348,95
173231,843,41
173232,314,95
173233,709,95
173234,709,97
173235,847,46
173237,610,30
173238,641,98
173240,743,94
173241,826,44
173242,811,89
173243,654,95
173244,245,35
173245,709,95
173246,348,96
173247,811,91
173248,416,98
173249,178,82
173250,756,89
173251,314,95
173252,743,94
173254,345,82
173255,573,97
173256,610,34
173257,610,37
173258,233,30
173259,348,96
173260,280,94
173262,826,44
173263,709,96
173264,777,93
173265,348,96
173266,709,95
173267,610,31
173268,382,96
173269,743,94
173270,361,97
173271,743,95
173272,348,95
173273,416,95
173274,552,97
173275,348,95
173276,259,96
173277,382,96
173278,348,96
173280,518,98
173281,225,93
173282,641,97
173283,319,94
173284,382,97
173285,293,95
173286,382,98
173287,233,30
173288,610,28
173289,811,90
173290,314,95
173291,620,95
173293,466,29
173294,518,98
173295,610,30
173296,429,96
173297,233,31
173298,246,90
173299,539,97
173300,327,95
173301,382,95
173302,233,27
173304,573,97
173305,607,98
173307,466,29
173308,607,98
173309,466,29
173310,280,95
173311,259,94
173313,466,31
173314,212,91
173315,246,93
173316,641,96
173317,178,86
173318,466,29
173320,348,95
173321,178,88
173322,518,100
173323,178,87
173324,311,85
173325,610,31
173326,466,26
173327,881,44
173328,843,36
173329,348,96
173330,743,95
173331,847,41
173332,610,28
173333,610,26
173334,314,94
173335,314,94
173336,272,90
173337,314,93
173338,280,91
173339,847,45
173340,610,28
173342,610,31
173344,610,32
173345,610,33
173346,178,84
173347,709,96
173348,709,95
173349,847,44
173350,843,38
173351,641,99
173352,610,31
173353,743,95
173355,348,97
173356,348,97
173357,348,97
173358,246,91
173360,233,25
173361,881,41
173362,610,27
173363,259,96
173364,641,99
173365,212,91
173366,280,95
173367,610,27
173368,212,91
173370,610,28
173371,314,96
173372,314,96
173373,280,94
173374,722,92
173375,777,92
173376,280,92
173377,777,92
173378,89,79
173380,843,32
173381,610,31
173382,610,32
173383,280,93
173384,641,96
173385,466,30
173386,246,91
173387,212,88
173388,610,30
173389,484,96
173391,610,31
173392,610,32
173393,212,88
173394,466,30
173395,233,30
173396,212,87
173397,191,89
173398,246,90
173399,212,89
173400,224,33
173406,348,96
173407,348,95
173408,233,31
173409,348,95
173410,466,30
173411,607,97
173412,518,98
173414,348,95
173415,361,95
173416,416,97
173417,416,96
173418,382,97
173419,610,30
173420,246,90
173421,382,97
173422,610,28
173423,314,95
173424,225,92
173425,225,90
173426,280,91
173427,607,97
173428,148,33
173429,280,93
173430,466,29
173431,610,31
173432,610,33
173433,610,31
173434,610,31
173435,382,97
173436,382,96
173437,314,95
173438,348,96
173439,416,97
173440,280,91
173441,610,34
173442,246,89
173444,314,95
173445,416,97
173446,843,37
173447,212,91
173448,610,28
173449,610,28
173450,348,96
173451,610,27
173452,246,92
173453,466,28
173454,280,95
173455,178,80
173456,518,98
173457,610,29
173458,610,28
173460,610,32
173461,518,99
173462,178,88
173465,280,96
173467,348,96
173468,246,92
173469,552,99
173470,610,27
173471,280,95
173473,610,32
173474,463,98
173475,843,35
173476,610,26
173477,610,27
173478,245,34
173479,280,94
173480,610,33
173481,610,28
173482,610,28
173483,319,92
173484,518,99
173485,225,94
173486,610,31
173490,280,94
173491,314,94
173492,348,95
173493,610,34
173494,709,96
173495,743,95
173496,348,95
173497,280,94
173498,709,93
173499,280,92
173500,348,94
173501,314,95
173502,610,32
173503,610,34
173504,610,31
173505,610,31
173506,348,92
173507,280,88
173508,246,89
173509,314,92
173510,280,93
173511,246,90
173512,610,36
173513,518,96
173514,610,30
173515,843,38
173516,246,89
173517,843,38
173518,843,37
173519,233,34
173520,178,88
173521,212,88
173522,212,87
173523,212,89
173524,212,90
173525,246,91
173526,233,28
173527,233,32
173528,280,94
173529,348,96
173530,233,32
173531,212,89
173532,280,92
173533,280,92
173534,178,86
173535,178,84
173536,610,30
173537,348,96
173538,610,30
173541,277,85
173542,610,27
173543,86,80
173544,212,90
173545,212,91
173546,518,99
173547,225,95
173548,314,93
173549,348,95
173550,743,95
173551,123,86
173552,743,95
173554,843,37
173555,743,96
173556,675,97
173558,191,92
173559,466,26
173560,348,97
173561,314,96
173562,259,97
173564,484,100
173565,348,97
173566,614,30
173568,177,38
173569,280,95
173891,423,36
173892,567,54
173894,512,44
173895,478,36
173896,567,51
173897,478,41
173898,567,54
173899,423,37
173900,512,46
173901,423,37
173902,512,45
173903,567,53
173904,478,36
173905,567,47
173906,567,55
173907,478,37
173908,567,48
173909,423,36
173910,512,45
173911,567,54
173913,478,37
173914,567,47
173915,423,35
173916,512,46
173917,567,54
173918,512,46
173919,531,70
173921,512,45
173922,478,37
173923,567,50
173924,512,42
173925,567,51
173926,478,40
173927,620,66
173928,512,43
173929,567,52
173930,478,36
173931,512,42
173932,567,52
173933,512,41
173934,654,64
173935,586,67
173936,512,42
173937,620,66
173938,478,42
173939,620,66
173940,478,38
173941,567,48
173942,620,68
173943,567,48
173944,442,74
173945,533,44
173946,567,49
173947,533,46
173948,567,47
173949,567,49
173950,567,49
173951,567,51
173952,567,50
173953,567,48
173954,533,51
173955,567,50
173956,567,52
173957,567,49
173958,567,49
173959,567,48
173960,567,48
173961,512,51
173962,533,47
173963,567,50
173964,567,49
173965,567,47
173966,567,49
173967,567,47
173968,533,48
173969,533,47
173970,567,46
173971,533,48
173972,533,48
173973,567,47
173974,512,46
173975,567,46
173976,512,46
173977,567,46
173978,533,47
173979,533,47
173980,533,45
173981,533,47
173982,567,48
173983,567,47
173984,567,47
173985,567,46
173986,533,47
173987,567,48
173988,567,46
173989,533,46
173990,601,44
173991,567,45
173992,567,46
175049,233,26
175050,466,28
175051,233,27
175052,476,93
175054,466,28
175055,466,28
175057,466,28
175059,610,28
175060,466,28
175061,442,94
175062,466,27
175066,466,27
175068,573,98
175069,466,27
175071,641,98
175074,607,99
175078,89,78
175079,89,77
175080,89,78
175085,552,100
175089,233,28
175271,491,43
175272,491,40
175273,476,77
175274,457,38
175275,457,37
175276,565,72
175277,491,41
175278,654,71
175279,525,44
175280,510,71
175281,546,44
175282,510,72
175284,546,46
175285,546,45
175286,544,72
175287,525,41
175288,599,73
175289,421,76
175290,546,42
175291,565,72
175292,421,77
175293,491,42
175294,510,73
175295,457,39
175296,510,73
175297,546,44
175298,421,76
175299,512,43
175300,654,68
175301,512,46
175302,599,68
175303,546,46
175304,455,74
175305,512,43
175306,510,73
175307,491,43
175308,476,74
175309,512,43
175310,476,73
175311,512,45
175312,565,67
175313,565,67
175314,491,38
175315,510,70
175316,457,37
175317,491,45
175318,654,68
175319,457,39
175320,599,72
175321,387,74
175322,421,75
175323,298,76
175324,565,65
175325,387,74
175326,387,75
175327,332,76
175328,243,76
175329,230,76
175331,332,74
175332,298,74
175333,510,69
175334,332,72
175335,298,75
175336,243,75
175337,421,72
175338,332,73
175339,332,74
175340,298,75
175341,476,69
175343,442,71
175345,298,76
175346,332,73
175347,476,68
175348,332,75
175349,476,71
175350,387,74
175351,510,70
175352,512,53
175353,476,72
175354,332,74
175355,510,69
175356,457,48
175357,298,75
175358,332,75
175359,421,73
175360,332,76
175361,476,70
175362,421,73
175363,512,49
175364,332,75
175365,476,71
175366,332,75
175367,332,75
175368,476,71
175369,512,51
175370,510,70
176420,466,28
176421,826,42
176422,610,28
176423,233,32
176424,466,28
176425,178,88
176426,233,31
176427,847,41
176428,466,28
176429,233,31
176430,466,28
176431,826,41
176432,233,31
176433,847,42
176434,466,29
176435,777,92
176436,843,40
176437,233,31
176438,709,94
176439,843,39
176440,610,28
176441,843,40
176442,610,28
176443,610,28
176444,240,50
176445,233,30
176446,610,27
176447,233,29
176448,610,28
176449,843,39
177689,811,88
177690,777,88
177691,843,36
177692,610,32
177693,641,96
177694,777,89
177695,843,38
177696,610,30
177697,607,96
177698,709,94
177699,610,32
177700,345,79
177701,675,96
177702,610,31
177703,743,92
177704,246,88
177705,466,30
177706,233,30
177707,777,91
177708,212,91
177709,610,31
177710,641,95
177711,610,31
177712,233,28
177713,709,93
177714,610,30
177715,610,30
177716,233,30
177717,777,91
177718,777,89
177719,610,31
177720,246,92
177721,709,94
177722,610,31
177723,280,92
177724,777,90
177726,610,36
177727,777,90
177728,573,96
177729,610,32
177730,811,86
177731,607,96
177732,610,30
177733,790,85
177734,178,80
177735,709,95
177737,610,32
177738,280,93
177739,811,89
177740,484,99
177741,743,95
177742,847,41
177743,843,35
177744,466,28
177745,843,37
177746,777,91
177747,466,27
177748,610,32
177749,843,39
177750,777,91
177751,709,95
177752,607,98
177753,610,27
177754,610,31
177755,843,39
177756,709,96
177757,466,27
177758,610,30
177759,843,37
177760,777,91
177761,709,96
177762,211,36
177763,610,31
177764,843,40
177765,777,92
177766,518,98
177767,610,32
177768,845,87
177769,868,49
177770,826,39
177771,843,36
177772,610,28
177773,709,95
177774,826,41
177775,610,32
177776,709,95
177777,826,41
177778,610,30
177779,709,94
177780,826,40
177781,610,31
177782,743,94
177783,843,37
177784,843,32
177785,709,95
177786,826,40
177787,246,94
177788,709,95
177789,843,40
177790,610,30
177791,675,97
177792,811,90
177793,811,90
177794,843,39
177795,843,36
177796,484,97
177797,641,97
177798,641,97
177799,777,91
177800,777,93
177801,790,87
177802,212,91
177803,610,30
177804,610,30
177805,212,91
177806,212,92
177807,610,32
177808,573,98
177809,709,94
177810,790,87
177811,843,38
177812,811,89
177813,826,39
177814,212,89
177815,466,30
177816,544,90
177817,212,90
177818,233,32
177819,777,90
177820,777,92
177821,212,89
177822,610,30
177823,843,36
177824,777,91
177825,246,92
177826,610,29
177827,811,87
177828,843,38
177829,843,37
177830,610,31
177831,641,95
177832,843,41
177833,709,93
177834,811,88
177835,212,91
177836,743,91
177837,843,40
177838,610,31
177839,573,96
177840,484,99
181665,847,42
181666,269,74
181667,843,36
181668,233,29
181670,826,41
181671,233,27
181672,843,35
181673,641,97
181674,610,33
181675,468,83
181676,610,33
181677,233,29
181678,610,35
181679,185,46
181680,843,34
181683,843,35
181684,641,98
181685,843,34
181686,675,97
181687,610,33
181688,143,42
181689,610,33
181690,531,95
181691,610,34
181692,641,98
181693,610,33
181694,233,29
181695,610,34
181696,641,98
181697,610,33
181698,337,69
181699,610,33
181700,675,97
181701,610,33
181702,233,28
181703,843,36
181704,610,27
181705,233,28
181706,610,32
181707,620,96
181709,573,98
181710,843,36
181711,607,99
182877,641,98
182878,610,33
182879,847,42
182880,518,99
182881,610,33
182882,843,37
182883,902,47
182884,641,98
182885,332,89
182886,610,33
182887,843,38
182888,847,43
182889,709,97
182890,429,98
182891,610,33
182892,826,41
182893,868,50
182894,395,98
182895,610,33
182896,843,38
182897,675,97
182898,450,99
182899,280,94
182900,826,41
182901,675,96
182902,610,28
182903,610,32
182904,843,40
182905,868,47
182906,311,85
182907,610,33
182908,826,40
182909,675,97
182910,332,90
182911,610,33
182912,843,38
182913,709,96
182914,610,27
182915,610,34
182916,847,42
182917,709,96
182918,484,98
182919,843,33
182920,843,39
182921,847,43
182922,641,97
182923,484,99
182924,610,33
182926,709,97
182928,610,31
182929,610,30
182930,89,77
182931,843,34
182932,610,29
182933,89,79
182934,843,39
182936,610,29
185993,641,97
185994,641,96
185995,233,28
185996,233,31
185997,233,35
185998,233,31
185999,709,95
186000,641,97
186001,641,97
186002,675,96
186003,178,81
186004,777,91
186005,675,95
186006,709,94
186007,743,93
186008,610,31
186009,573,96
186010,641,95
186011,709,93
186012,709,93
186013,463,97
186014,607,99
186015,573,98
186016,610,31
186017,641,98
186018,348,97
186019,847,43
186020,847,44
186021,847,44
186022,847,44
186023,847,44
186024,847,45
186025,607,97
186026,607,97
186027,868,45
186028,847,46
186029,847,45
186030,847,45
186031,607,97
186032,847,47
186033,161,30
186034,868,48
186035,813,46
186036,607,97
186037,868,48
186038,607,97
186039,847,48
186040,641,98
186041,868,49
186042,847,49
186043,607,97
186044,868,49
186045,641,97
186046,868,49
186047,641,97
186048,868,50
186049,641,98
186050,847,48
186051,868,49
186052,641,97
186053,868,49
186054,607,98
186055,847,42
186056,607,98
186057,868,50
186058,847,46
186059,607,98
186060,826,42
186061,607,98
186062,843,41
186063,177,39
186065,178,86
186066,573,97
186067,450,97
186069,573,97
186071,178,83
186073,280,95
186074,573,98
186075,450,97
186078,212,90
186079,610,31
186081,314,95
186082,675,95
186084,843,37
186086,348,96
186087,641,96
186089,178,90
186090,607,99
186091,610,31
186092,826,40
186096,565,95
186097,484,99
186099,450,97
186101,610,27
186102,280,95
186103,233,28
186104,178,87
186105,607,98
186106,868,50
186107,178,84
186108,314,94
186109,233,31
186110,348,95
186111,610,29
186112,178,85
186113,233,31
186114,610,33
186115,843,35
186125,314,96
186128,843,32
186134,484,99
186136,416,99
186148,675,97
186149,450,99
186151,246,93
186164,709,95
186173,280,96
186174,826,40
186181,233,38
186182,178,86
186183,233,29
186186,641,99
186187,233,31
186188,573,99
186189,675,96
186197,847,44
186198,466,28
186199,233,29
186200,610,28
186201,641,96
186202,610,28
186203,675,95
186204,610,28
186205,466,28
186206,212,92
186207,466,28
186208,60,74
186209,607,97
186210,178,87
186211,466,27
186212,191,93
186213,610,27
186214,622,40
186215,466,28
186216,881,41
186217,466,27
186218,843,38
186219,610,28
186221,466,28
186222,112,68
186224,466,28
186226,466,28
186227,868,47
186228,466,27
186229,178,83
186230,466,28
186231,843,38
186232,466,28
186233,902,46
186234,400,87
186235,826,39
186236,610,27
186238,847,44
186239,466,27
186240,843,38
186241,610,27
186242,847,45
186243,610,28
186244,847,43
186245,466,27
186246,843,37
186247,610,26
186249,889,50
186250,466,28
186251,847,42
186252,610,27
186253,610,26
186254,610,25
186255,233,27
186256,466,25
186257,233,28
186258,709,96
186259,466,28
186311,512,45
186313,620,67
186314,533,47
186318,512,48
186319,620,65
186321,512,49
186322,512,48
186324,620,66
186325,531,67
186326,620,64
186328,512,48
186329,478,43
186331,457,45
186332,567,53
186333,512,51
186334,565,69
186335,510,73
186336,476,70
186337,654,61
186340,567,58
186341,533,53
186342,567,55
186343,620,68
186344,478,43
186346,512,55
186347,620,62
186349,512,56
186350,512,50
186351,478,44
186352,457,44
186353,491,41
186354,512,40
186355,512,47
186356,512,44
186357,476,70
186358,565,68
186359,620,66
186360,654,64
186362,298,78
186363,512,46
186364,298,78
186365,264,80
186366,243,79
186367,512,45
186368,298,78
186369,332,75
186370,332,77
186371,387,75
186372,332,76
186375,387,75
186376,387,75
186378,421,76
186379,421,75
186380,243,78
186381,387,78
186382,353,78
186383,332,77
186384,298,78
186386,387,77
186387,421,74
186388,512,45
186389,421,75
186390,387,74
187014,512,49
187015,565,67
187016,455,73
187017,546,56
187018,512,44
187019,546,48
187020,512,46
187021,546,45
187022,565,70
187023,510,73
187024,512,47
187025,512,51
187026,567,53
187027,544,69
187028,455,73
187029,455,74
187030,512,48
187031,512,40
187032,512,43
187033,512,50
187034,565,69
187035,387,75
187036,565,66
187037,567,59
187038,567,55
187039,332,78
187040,311,80
187041,546,57
187042,455,74
187043,421,73
187044,567,64
187045,366,71
187046,311,77
187047,256,78
187048,332,74
187049,332,74
187050,332,75
187051,421,74
187052,567,59
187053,567,66
187054,567,56
187055,567,60
187056,421,74
187057,442,76
187058,476,75
187059,442,74
187060,442,75
187061,256,75
187062,311,74
187063,366,73
187064,421,69
187065,567,59
187066,622,66
187067,366,75
187068,311,77
187069,311,75
187070,311,75
187071,311,75
187072,311,76
187073,256,77
187074,311,75
187075,366,74
187076,366,73
187077,601,68
187078,601,69
187079,690,80
187080,601,70
187081,622,68
187082,656,76
187083,656,79
187084,455,73
187085,565,69
187086,455,75
187087,565,69
187089,601,55
187090,455,71
187091,510,68
187092,366,75
187093,510,70
187094,366,77
187095,510,70
187096,565,68
187097,455,74
187098,544,68
187099,601,53
187100,546,58
187101,546,59
187102,544,71
187103,366,78
187104,510,68
187105,544,68
187106,455,72
187107,601,57
187108,489,72
187109,546,58
187110,489,74
187111,567,57
187113,489,73
187114,567,59
187115,567,57
187116,489,72
187117,601,61
187118,546,55
187119,489,72
187120,567,61
187121,434,75
187122,601,62
187123,601,59
187124,489,69
187125,544,69
187126,489,73
187127,546,59
187128,489,70
187129,546,61
187130,601,63
187131,546,63
187132,578,69
187133,546,62
187134,580,62
187135,601,61
187136,512,55
187137,567,62
187138,512,57
187139,565,69
187140,476,70
187141,567,56
187142,366,73
187143,332,75
187144,366,73
187145,366,74
187146,421,71
187147,421,71
187148,366,72
187149,332,72
187150,332,74
187151,476,67
187152,311,78
187153,421,72
187154,256,77
187155,311,75
187156,332,73
187157,332,75
187158,421,70
187159,311,77
187160,222,79
187161,332,75
187162,332,76
187163,366,72
187164,277,77
187165,277,79
187166,311,75
187167,332,74
187168,332,75
187169,421,74
187170,332,76
187171,277,76
187172,366,75
187173,567,61
187174,622,69
187175,622,64
187176,512,54
187177,497,71
187178,586,67
187179,620,68
187180,531,67
187181,531,69
187182,607,69
187183,552,69
187184,567,59
187185,387,74
187186,599,67
187187,510,70
187188,565,70
187189,366,76
187190,476,69
187191,565,68
187192,387,78
187193,277,80
187194,366,76
187195,476,71
187196,366,77
187197,476,71
187198,565,68
187199,601,58
187200,510,68
187201,565,68
187202,400,76
187203,599,68
187204,387,73
187205,277,79
187206,421,74
187207,332,81
187208,421,77
187209,531,69
187210,387,77
187211,567,60
187212,332,78
187213,222,88
187214,531,70
187215,345,80
187216,442,75
187217,531,71
187218,421,77
187219,546,60
187220,387,79
187221,510,70
187222,332,80
187223,387,76
187224,298,81
187225,476,72
187226,531,70
187227,387,76
187228,546,59
187229,366,79
187230,497,74
187231,366,77
187232,531,70
187233,366,76
187234,476,71
187235,601,60
190044,641,97
190045,348,96
190046,843,39
190047,847,46
190048,675,97
191857,610,31
191858,847,42
191859,620,98
