# id,z,y,x
203724,1,6,3
203725,2,6,2
203726,1,6,3
203727,2,4,3
203728,1,6,2
203729,2,6,2
203730,1,6,2
206433,2,6,2
206437,2,6,2
206442,2,6,2
206443,2,6,3
206453,2,6,2
206467,2,6,2
206468,2,6,3
206473,2,6,3
206477,2,6,3
206478,2,6,3
206498,2,6,2
206517,2,6,2
206524,1,6,2
206540,2,6,2
212099,2,5,2
212100,1,5,2
212101,2,5,2
212102,1,5,2
212103,1,4,2
212104,1,5,2
212105,2,5,2
212106,1,5,2
212107,1,5,3
212108,1,5,2
212109,1,5,2
212110,1,5,2
212111,1,5,3
212112,2,5,3
212113,1,5,3
212114,1,5,2
212115,1,5,2
212116,1,5,2
212117,1,5,3
212118,1,5,3
212119,1,5,2
212120,1,5,2
212121,1,5,2
212122,1,5,2
212123,1,5,2
212124,2,5,2
212126,2,5,2
212127,2,5,2
212128,1,5,2
212129,1,5,2
212130,2,5,2
212132,2,5,2
212134,1,5,2
212135,1,5,2
212136,1,5,2
212141,2,5,2
212142,1,5,2
212143,1,5,2
212144,1,5,2
212145,2,5,2
212146,1,5,2
212147,1,5,2
212148,1,5,2
212149,2,5,2
212150,1,5,2
212151,1,5,2
212152,1,5,2
220113,2,6,3
220114,2,6,3
220115,2,6,3
220117,2,6,3
220119,2,6,3
220120,1,6,3
220121,2,6,3
220122,1,6,3
220123,2,6,2
220124,2,6,3
220125,1,6,3
220126,2,6,2
220127,1,6,3
220128,2,6,2
220130,1,6,3
220132,1,6,3
220133,2,6,2
220134,2,6,3
220135,2,6,3
220136,2,6,3
220137,2,6,2
220140,2,6,3
220143,2,6,3
220144,2,6,3
220147,2,6,3
220149,1,6,3
220150,2,6,3
220151,2,6,3
220153,2,6,3
220154,2,6,3
220155,2,6,3
220156,2,6,3
220157,1,6,3
220158,2,6,3
220159,2,6,3
220160,2,6,3
220161,2,6,3
220164,1,6,3
220165,1,6,3
220167,2,6,3
220169,2,6,3
220172,2,6,3
220173,2,6,3
220174,1,6,3
220175,1,6,3
220176,1,6,3
220177,2,6,3
220178,1,6,3
220179,1,6,3
220180,2,6,3
220181,1,6,3
220183,2,6,3
220184,1,6,3
220185,2,6,3
220186,2,6,3
220187,2,6,3
220188,1,6,3
220189,2,6,3
220191,1,6,3
220192,1,6,3
220193,1,6,3
220194,1,6,3
220195,2,6,3
220196,1,6,3
220197,2,6,3
220198,1,6,3
220199,2,6,3
220200,1,6,3
220201,2,6,3
220202,2,6,3
220203,2,6,3
220204,2,6,3
220205,1,6,3
220206,2,6,3
220207,2,6,3
220208,1,6,3
220210,1,6,3
220211,2,6,3
220212,1,6,3
220213,2,6,3
220214,2,6,2
220215,1,6,2
220216,2,6,2
220217,2,6,2
220218,2,6,2
220220,1,6,3
220221,2,6,2
220222,2,6,2
220223,2,6,2
220224,2,6,2
220225,2,6,2
220229,2,6,3
220230,2,6,3
220231,2,6,3
220232,2,6,3
220233,2,6,3
220234,2,6,2
220237,2,6,3
220238,2,6,3
220239,2,6,3
220240,2,6,3
220242,2,6,3
220243,2,6,3
220244,2,6,3
220245,1,6,2
220246,2,6,2
220247,2,5,3
220248,1,6,3
220250,1,6,3
220252,2,6,3
220253,2,6,3
220254,1,6,3
220256,2,6,3
220257,2,6,3
220258,1,6,3
220259,2,6,3
220260,1,6,3
220261,1,6,3
220262,2,6,3
220263,2,6,3
220264,1,6,3
220265,1,6,3
220266,2,6,3
220267,1,6,3
220268,2,5,3
220269,2,6,3
220270,1,6,3
220271,1,6,3
220273,1,6,3
220274,1,6,3
220275,1,6,3
220276,2,6,3
220277,1,6,3
220278,1,5,3
220279,1,6,3
220280,2,6,3
220281,1,6,3
220282,1,6,3
220283,1,6,3
220284,1,6,3
220286,1,6,3
220287,1,6,3
220289,1,6,3
220290,1,6,3
220291,1,6,3
220292,1,6,3
220293,1,6,3
220294,1,6,3
220295,1,6,3
220297,1,6,3
220298,1,6,3
220299,2,6,3
220300,1,6,3
220302,1,6,3
220304,1,6,3
220306,2,6,3
220307,1,6,3
220309,1,6,3
220311,1,5,3
220312,1,6,3
220313,1,5,3
220315,1,6,3
220317,2,6,2
220318,2,6,2
220319,1,6,3
220320,2,6,3
220321,2,6,3
220322,2,6,2
220323,2,6,2
221508,3,6,2
221509,3,6,2
221510,3,6,2
221511,3,5,2
221512,3,6,2
221514,3,6,2
221515,3,6,2
221516,3,6,2
221517,3,5,2
223599,3,7,2
223600,3,7,3
223601,3,7,2
223602,3,7,3
223603,3,7,3
223604,2,7,3
223605,3,7,3
223606,2,7,3
223607,3,7,3
223608,2,7,3
223609,3,7,3
223610,2,7,3
223611,3,7,2
223612,2,7,3
223613,3,7,2
223614,2,7,3
223615,3,7,2
223616,2,7,3
223617,2,7,3
223618,2,7,3
223619,2,7,3
223620,2,7,3
223621,3,7,3
223622,2,7,3
223623,3,7,2
223624,2,7,3
223625,3,7,2
223626,2,7,3
223627,3,7,3
223628,2,7,3
223629,3,7,3
223630,2,7,3
223631,3,7,2
223632,2,7,3
223633,3,7,3
223634,3,7,2
223635,3,7,2
223636,3,7,2
223637,3,7,2
223638,3,7,3
223639,3,7,3
223640,3,7,2
223641,3,7,2
223642,3,7,2
223643,3,7,3
223644,3,7,2
223645,3,7,2
223646,3,7,2
223647,3,7,3
223648,2,7,3
223649,3,7,3
223650,2,7,3
223651,3,7,2
223652,3,7,2
223653,2,7,3
223654,3,7,3
223655,3,7,3
223656,3,7,3
223657,3,7,3
223658,3,7,3
223659,3,7,3
223660,3,7,3
223661,3,7,3
223662,3,7,3
223663,3,7,3
223664,3,7,3
223665,3,7,3
223666,3,7,3
223668,3,7,3
223669,3,7,3
223670,2,7,3
223671,3,7,3
223672,3,7,3
223673,3,7,3
223674,3,7,3
223675,2,7,3
223676,3,7,3
223677,3,7,3
223678,3,7,3
223679,3,7,3
223680,2,7,3
223681,3,7,3
223682,3,7,3
223683,3,7,3
223684,3,7,3
223685,3,7,3
223686,2,7,3
223687,3,7,3
223688,3,7,3
223689,3,7,3
223690,3,7,3
223691,3,7,3
223692,2,7,3
223693,3,7,3
223694,3,7,3
223695,2,7,3
223696,3,7,3
223697,2,7,3
223698,3,7,3
223699,3,7,3
223700,2,7,3
223701,2,7,3
223703,2,7,3
223704,3,7,3
223705,2,7,3
223706,2,7,3
223707,2,7,3
223708,2,7,3
223709,2,7,3
223710,2,7,3
223711,2,7,3
223712,2,7,3
223713,2,7,3
223714,2,7,3
223715,2,7,3
223716,2,7,3
223717,2,7,3
223718,2,7,3
223719,2,7,3
223720,2,7,3
223721,2,7,3
223722,2,7,3
223723,2,7,3
223724,2,7,3
223725,2,7,3
223726,2,7,3
223727,2,7,3
223728,2,7,3
223729,2,7,3
223730,2,7,3
223731,2,7,3
223732,2,7,3
223733,2,7,3
223734,2,7,3
223735,2,7,3
223736,2,7,3
223737,2,7,3
223738,2,7,3
223739,2,7,3
223740,2,7,3
223741,2,7,3
223742,2,7,3
223743,2,7,3
223744,2,7,3
223745,2,7,3
223746,2,7,3
223747,2,7,3
223748,2,7,3
223749,2,7,3
223750,2,7,3
223751,2,7,3
223752,2,7,3
223753,2,7,3
223754,2,7,3
223755,2,7,3
223756,2,7,3
223757,2,7,3
223758,2,7,3
223759,2,7,3
223760,2,7,3
223761,2,7,3
223762,2,7,3
223763,2,7,3
223764,2,7,3
223765,2,7,3
223766,2,7,3
223767,2,7,3
223768,2,7,3
223769,2,7,3
223770,2,7,3
223771,1,7,3
223772,2,7,3
223773,2,7,3
223774,2,7,3
223775,2,7,3
223776,2,7,3
223777,2,7,3
223778,2,7,3
223779,2,7,3
223780,2,7,3
223781,2,7,3
223783,2,7,3
223784,2,7,3
223785,2,7,3
223786,2,7,3
223787,2,7,3
223788,2,7,3
223789,2,7,3
223790,2,7,3
223791,2,7,3
223792,2,7,3
223793,2,7,3
223794,2,7,3
223795,2,7,3
223796,2,7,3
223797,2,7,3
223798,2,7,3
223799,2,7,3
223800,2,7,3
223801,2,7,3
223802,2,7,3
223803,2,7,3
223804,2,7,3
223805,2,7,3
223806,2,7,3
223807,2,7,3
223809,2,7,3
223811,2,7,3
223813,2,7,3
223814,3,7,3
223815,2,7,3
223816,2,7,3
223817,2,7,3
223818,2,7,3
223819,2,7,3
223820,2,7,3
223821,2,7,3
223822,2,7,3
223823,2,7,3
223824,2,7,3
223825,2,7,3
223826,2,7,3
223827,2,7,3
223828,2,7,3
223829,2,7,3
223831,2,7,3
223832,2,7,3
223833,2,7,3
223834,2,7,3
223835,2,7,3
223836,2,7,3
223837,2,7,3
223838,2,7,3
223839,2,7,3
223840,2,7,3
223841,2,7,3
223842,2,7,3
223843,2,7,3
223845,2,7,3
223846,2,7,3
223848,2,7,3
223849,2,7,3
223850,2,7,3
223851,2,7,3
223852,2,7,3
223853,2,7,3
223854,2,7,3
223855,2,7,3
223856,2,7,3
223857,2,6,2
223858,2,7,3
223859,2,6,3
223860,1,6,2
223862,2,7,3
223863,2,6,3
223864,1,6,3
223865,2,6,3
223866,2,6,2
223867,1,6,3
223868,2,6,2
223869,2,6,3
223870,1,6,2
223871,1,6,2
223872,2,6,3
223873,2,6,2
223874,1,6,3
223875,2,7,3
223876,1,6,3
223877,2,6,2
223878,1,6,2
223879,1,6,2
223880,2,6,2
223881,2,6,2
223882,2,6,2
223883,2,7,3
223884,2,6,2
223885,2,7,3
223886,1,6,2
223887,2,6,3
223888,2,6,3
223889,2,6,3
223890,2,6,3
223891,2,6,2
223892,2,6,2
223893,1,6,3
223894,2,6,2
223895,2,6,2
223896,2,6,2
223897,2,6,2
223902,2,7,3
223903,2,7,3
223904,2,7,3
223905,2,7,3
223906,2,7,3
223908,2,7,3
223909,2,7,3
223910,2,7,3
223911,2,7,3
223915,2,6,2
223922,2,6,2
223923,2,6,2
223924,2,6,2
223930,2,6,3
223947,2,6,3
223948,2,6,2
223952,2,6,2
223953,2,6,2
225476,1,6,2
225477,2,6,3
225478,2,6,3
225479,2,7,4
225480,3,6,4
225481,2,6,3
225482,2,6,3
225484,2,7,4
225486,2,6,3
225487,2,6,3
225488,1,6,3
225489,1,6,3
225490,2,6,3
225491,1,6,3
225492,1,6,3
225494,1,6,3
225495,1,6,3
225497,1,4,3
225498,2,6,3
225499,1,6,2
225500,3,7,4
225502,3,7,4
225503,2,6,3
225504,2,5,3
225506,1,6,4
225507,1,6,4
225508,3,4,6
225509,1,6,3
225512,1,6,3
225513,1,6,3
225514,2,6,3
225515,2,6,3
225517,1,6,3
225518,2,6,3
225519,1,6,4
225520,1,6,3
225521,1,6,3
225522,1,6,3
225523,1,6,3
225524,1,6,3
225525,1,6,3
225526,1,6,3
225527,1,6,3
225528,1,6,3
225529,2,6,3
225530,1,6,3
225531,1,6,2
225532,1,6,3
225533,3,6,3
225534,2,6,3
225535,3,7,4
225536,3,7,4
225537,3,6,3
225538,2,6,3
225539,3,6,3
225540,2,6,3
225541,2,6,3
225542,2,6,3
225543,3,4,4
225545,3,6,3
225546,2,6,3
225547,3,6,3
225548,2,6,3
225549,2,5,4
225551,2,6,3
225552,2,6,3
225553,2,6,3
225554,2,6,3
225555,2,6,3
225556,2,6,3
225557,2,6,3
225558,3,7,4
225559,3,7,4
225560,2,7,4
225561,2,6,3
225562,2,6,3
225563,2,6,3
225564,2,6,3
225565,2,6,3
225566,2,6,3
225567,2,6,3
225568,2,6,3
225569,2,6,3
225571,2,6,3
225572,2,6,3
225573,3,5,3
225574,2,6,3
225575,2,6,3
225576,3,7,4
225578,2,6,4
225580,2,7,4
225581,2,6,3
225582,2,6,3
225583,2,6,3
225584,2,6,3
225585,2,6,3
225586,2,6,3
225587,2,6,3
225588,2,6,3
225589,2,6,4
225590,2,6,3
225591,2,6,3
225592,2,6,3
225594,2,6,3
225595,2,6,3
225596,2,6,3
225597,2,6,3
225598,2,6,3
225599,2,6,3
225601,2,6,3
225602,1,6,2
225603,1,6,2
225604,1,5,2
225605,1,6,3
225606,2,6,3
225607,2,6,3
225608,2,6,3
225609,1,6,3
225610,1,6,3
225611,1,6,3
225612,2,6,3
225613,1,6,3
225614,2,6,3
225615,1,6,3
225616,1,6,3
225617,1,6,3
225618,1,6,3
225619,1,6,3
225620,1,6,3
225621,1,6,3
225622,1,6,3
225623,1,6,3
225624,1,6,3
225625,2,6,3
225626,2,6,3
225628,1,6,3
225629,2,6,3
225630,2,6,3
225631,2,6,3
225632,2,6,3
225633,2,6,3
225634,2,6,3
225635,2,6,3
225636,2,6,3
225638,1,6,3
225639,1,6,3
225640,1,6,3
225641,2,6,3
225713,4,6,2
225714,4,6,2
225715,4,7,3
225716,4,6,3
225718,4,6,2
225720,4,6,2
225721,4,6,3
225722,3,6,4
225723,3,6,4
225724,4,6,3
225725,3,6,4
225726,4,6,2
225728,4,6,3
225729,2,7,4
225730,4,6,3
225731,2,6,4
225732,4,6,3
225733,2,7,4
225734,4,6,3
225736,4,6,3
225737,3,7,4
225739,4,6,2
225742,2,7,4
225743,4,6,3
225744,2,7,4
225745,4,6,3
225746,2,7,4
225747,4,6,2
225748,2,6,4
225749,4,6,3
225750,2,6,4
225751,3,7,4
225752,4,6,3
225753,2,7,4
225754,4,6,2
225755,2,7,4
225756,4,6,3
225757,2,7,4
225758,4,6,2
225759,2,6,4
225760,4,6,2
225761,2,6,4
225762,4,6,2
225763,2,7,4
225764,4,6,3
225765,3,7,4
225766,4,6,2
225767,2,7,5
225768,4,6,2
227657,2,6,2
227658,2,6,2
227659,2,6,2
227660,2,6,2
227661,2,6,3
227662,2,6,2
227663,2,6,2
227664,2,6,2
227665,2,6,2
227666,2,6,2
227667,2,6,2
227668,2,6,2
227669,2,6,2
227670,2,6,2
227671,2,6,2
227672,2,6,3
227673,2,6,2
227674,2,6,2
227675,2,6,2
227677,2,6,2
227678,2,6,2
227679,2,6,2
227680,2,6,2
227681,2,6,3
227682,2,6,2
227683,2,6,2
227684,2,6,2
227685,2,6,2
227686,2,6,2
227687,2,6,2
227688,2,6,2
227689,2,6,2
227690,2,6,2
227691,2,6,2
227692,2,6,2
227693,2,6,2
227694,2,6,3
227695,2,6,2
227696,2,6,2
227697,2,6,2
227698,2,6,3
227700,2,6,2
227701,2,4,3
227702,2,6,3
227703,2,6,2
227704,1,6,2
227705,2,6,2
227706,2,6,3
227707,2,6,2
227708,2,6,2
227709,2,6,2
227710,2,6,2
227711,2,6,3
227712,2,6,2
227713,2,6,2
227714,2,6,3
227715,2,6,2
227716,2,6,2
227717,2,6,2
227718,2,6,3
227719,2,6,2
227720,2,6,2
227721,2,6,2
227722,2,6,2
227723,2,6,2
227724,2,6,3
227725,2,6,2
227726,2,6,2
227727,2,6,2
227728,2,6,2
227729,2,6,3
227730,2,6,3
227731,2,6,3
227732,2,6,3
227733,2,6,2
227734,2,6,2
227735,2,6,2
227736,2,6,2
227737,2,6,2
227738,2,6,2
227739,2,6,2
227740,2,6,3
227741,2,6,3
227742,2,6,2
227743,2,6,3
227744,2,6,2
227745,2,6,2
227746,2,6,2
227747,2,6,3
227748,2,6,3
227749,2,6,2
227750,2,6,2
227751,2,6,3
227752,2,6,3
227753,2,6,3
227754,2,6,2
227755,2,6,3
228453,2,6,2
228454,2,6,2
228455,2,6,2
228456,2,6,2
228457,2,6,2
228458,1,6,2
228459,2,6,2
228460,2,6,2
228461,1,6,2
228462,2,6,2
228463,2,6,2
228464,2,6,2
228465,1,6,3
228466,1,6,2
228467,2,6,2
228468,2,6,3
228469,2,6,2
228470,1,6,3
228471,1,6,3
228473,2,6,3
228474,2,6,3
228475,2,6,3
228477,1,6,2
228478,2,6,3
228480,2,6,2
228481,1,6,3
228482,2,6,2
228484,1,6,3
228485,1,6,2
228486,2,6,3
228487,1,6,3
228488,2,5,2
228489,1,6,3
228491,2,6,2
228493,2,6,2
228494,1,5,3
228497,1,6,2
228498,2,6,2
228499,2,6,2
228500,1,6,2
228504,1,6,2
228506,2,6,2
228507,2,6,3
228508,1,6,2
228509,2,6,3
228510,2,5,3
228511,2,6,2
228513,1,6,3
228515,1,6,2
228517,1,6,2
228518,2,6,3
228519,2,6,2
228520,2,6,2
228521,2,6,2
228522,2,6,2
228523,2,5,2
228524,1,6,2
228525,2,6,2
228526,2,5,2
228527,2,6,3
228528,2,6,3
228529,2,6,2
228530,1,5,2
228826,2,6,2
228828,2,6,3
228829,1,6,2
228830,2,6,3
228831,2,6,3
228833,1,6,3
228834,1,6,3
228835,1,6,3
228837,1,6,3
228838,1,6,3
228841,1,6,3
228842,1,6,3
228844,2,6,2
228845,1,6,3
228848,1,6,3
228850,2,6,3
228851,2,6,2
228852,1,6,3
228854,2,6,3
228856,2,6,3
228858,1,6,3
228861,1,6,3
228862,1,6,3
228865,1,6,3
228867,1,6,3
228871,1,6,3
228872,1,6,3
228873,1,6,3
228875,1,6,3
228876,2,6,3
228879,1,6,3
228880,2,6,3
228881,2,6,3
228882,1,6,3
228884,1,6,3
228885,1,6,3
228886,1,6,3
228887,2,6,3
228889,2,6,3
228890,1,6,3
228892,1,6,3
228893,1,6,3
228894,2,5,3
228895,2,6,3
228896,2,6,2
228897,2,6,3
228898,2,5,2
228899,2,6,2
228900,2,6,3
228902,2,5,3
228903,2,6,3
228904,2,5,3
228908,1,5,2
228909,1,5,2
228910,2,5,3
228914,1,5,2
228917,2,5,3
228918,1,5,3
228919,1,5,3
228920,2,5,2
228921,2,5,3
228924,1,5,3
228925,2,5,2
228927,2,5,3
228928,1,5,3
228929,2,5,2
228933,2,6,3
228934,2,5,3
228935,1,6,3
228936,2,5,3
228937,2,6,3
228938,1,5,2
228939,2,5,2
228940,2,5,3
228941,1,5,3
228942,1,5,2
228943,1,5,3
228944,1,6,3
228947,2,6,3
228948,2,6,3
228949,2,6,3
228950,1,6,3
228951,1,5,3
228952,1,6,3
228955,1,6,3
228956,2,6,3
228957,1,6,3
228958,1,6,3
228959,2,6,3
228960,1,6,2
228961,1,5,3
228962,2,5,3
228963,1,5,3
228964,1,6,3
228966,1,5,3
228967,1,6,3
228969,1,5,3
228970,2,5,3
228971,1,5,3
228972,2,6,3
228973,2,5,3
228974,2,6,3
229425,1,4,2
229426,0,4,3
229427,1,4,2
229428,1,4,2
229429,1,4,2
229430,1,4,3
229431,1,4,3
229432,1,4,3
229433,1,4,2
229434,1,4,3
229435,1,4,2
229436,1,4,3
229437,1,4,2
229438,1,4,1
229439,1,4,3
229440,1,4,2
229441,1,4,2
229442,1,4,2
229443,1,4,2
229444,1,4,2
229445,1,4,2
229446,1,4,2
229447,1,4,2
229448,1,4,2
229449,1,4,2
229450,1,4,2
229451,1,4,2
229452,0,4,2
229453,1,4,3
229454,1,4,2
229455,1,4,2
229456,1,4,2
229457,1,4,2
229458,1,4,2
229459,1,4,3
229460,1,4,2
229461,1,4,2
229462,1,4,3
229463,1,4,2
229464,1,4,2
229465,0,4,2
229466,1,4,3
229467,1,4,2
229468,1,4,2
229469,1,4,2
229470,1,4,2
229471,1,4,3
229472,1,4,3
229473,1,4,2
229474,1,4,3
229475,2,4,2
229476,1,4,2
229477,1,4,2
229478,1,4,2
229479,0,4,2
229480,1,4,2
229481,1,4,3
229482,1,4,2
229483,1,4,2
229484,1,4,2
229485,1,4,3
229486,0,4,2
229487,1,4,3
229488,1,4,2
229489,1,4,2
229490,0,4,2
229491,1,4,3
229492,1,4,3
229493,1,4,3
229494,1,4,2
229495,1,4,3
229496,1,4,3
229497,1,4,3
229498,1,4,3
229499,1,4,2
229500,1,4,3
229501,2,4,2
229502,0,4,3
229503,1,4,2
229504,0,4,3
229505,1,4,2
229506,1,4,3
229507,1,4,2
229508,1,4,3
229509,1,4,3
229510,1,4,2
229511,2,4,3
229512,1,4,2
229513,1,4,3
229514,1,4,2
229515,1,4,3
229516,1,4,2
229517,1,4,2
229518,1,4,3
229519,1,4,3
238393,2,5,3
238394,2,5,3
238395,2,6,3
238396,1,6,3
238398,2,5,3
238399,1,6,3
238400,1,6,3
238401,2,5,3
238402,2,5,3
238403,2,5,3
238404,2,6,3
238405,2,6,3
238406,2,5,3
238407,2,5,3
238408,2,5,3
238409,1,6,3
238410,2,5,3
238411,2,5,3
238412,2,6,3
238413,2,5,3
238414,2,6,2
238415,2,5,3
238416,1,6,3
238417,2,5,3
238418,2,6,3
238419,2,6,3
238420,1,5,3
238421,2,6,3
238422,2,6,3
238423,2,5,3
238424,2,5,3
238425,2,5,3
238426,2,6,2
238427,3,3,3
238428,1,6,3
238429,2,5,3
238430,2,6,3
238431,2,5,3
238432,1,6,3
238433,2,6,3
238434,2,6,3
238435,1,5,3
238436,1,6,3
238437,2,6,2
238438,2,6,3
238439,2,6,3
238440,2,5,3
238441,1,6,3
238442,1,6,2
238443,1,6,2
238444,2,6,2
238445,1,5,3
238446,1,6,3
238447,2,6,3
238448,2,5,3
238449,1,5,3
238450,2,6,2
238451,1,6,3
238452,2,6,2
238453,1,6,2
238454,2,6,3
238455,2,5,3
238456,2,6,3
238457,1,6,3
238458,2,6,3
238459,1,6,3
238460,2,5,3
238461,2,6,2
238462,1,6,3
238463,1,6,3
238465,1,6,3
238466,1,5,3
238467,1,6,3
238469,1,6,3
238470,2,6,2
238471,1,6,2
238472,1,6,3
238473,1,6,2
238474,1,6,3
238475,2,6,3
238476,1,6,2
238477,1,6,3
238478,1,6,3
238479,2,6,2
238481,1,6,3
238482,2,6,3
238483,1,6,3
238484,2,5,3
238485,1,6,3
238487,1,6,3
238488,1,6,3
238489,3,3,2
238490,2,5,3
238491,2,5,3
238492,2,6,3
238675,2,6,2
238676,2,6,2
238678,2,6,2
238679,2,6,2
238681,1,6,2
238683,1,6,2
238684,2,6,3
238685,2,6,2
238686,2,6,2
238687,2,6,3
238688,2,6,2
238689,2,6,2
238690,2,6,3
238693,1,6,3
238694,2,6,2
238695,2,6,3
238699,2,6,2
238702,2,6,3
238704,2,6,3
238705,2,6,3
238707,2,6,2
238709,2,6,2
238711,2,5,3
238712,2,6,2
238713,1,6,3
238715,2,6,2
238718,2,6,2
238720,2,6,2
238721,1,6,3
238723,2,5,3
238727,2,6,2
238728,1,6,2
238731,2,6,2
238732,1,6,3
238734,1,6,3
238735,2,6,2
238737,2,6,2
238738,1,6,3
238743,2,6,2
238745,2,6,2
238746,1,6,3
238747,2,6,2
238748,1,6,2
238749,1,6,3
238755,1,6,3
238762,2,5,2
238764,1,6,3
238765,2,6,2
238766,1,6,3
238767,2,6,2
238770,1,6,3
238771,2,5,2
238773,2,6,2
238775,2,6,2
238777,1,5,2
238778,2,6,3
238779,1,6,2
238780,1,6,3
238781,2,5,2
238787,1,6,3
238788,1,5,2
238789,1,6,3
238791,1,6,3
238792,2,5,3
238793,1,6,3
238794,2,6,2
238795,1,6,2
238797,1,5,2
238798,1,6,3
238803,1,6,2
238804,2,6,2
238805,1,6,3
238806,2,5,2
238807,1,6,2
238808,2,6,3
238809,1,6,2
238810,1,6,2
238811,2,5,3
238812,2,6,3
238813,2,6,2
238814,2,6,2
238815,1,5,3
238816,1,6,2
238817,2,5,2
238818,1,5,2
238819,1,6,2
238820,2,6,2
240043,1,5,2
240044,1,5,2
240045,1,5,2
240046,1,5,2
240047,1,5,2
240048,1,5,2
240049,1,5,2
240050,2,5,2
240051,1,5,2
240052,1,5,3
240053,1,5,3
240054,2,5,2
240055,1,5,2
240056,2,5,3
240057,1,5,3
240058,1,5,3
240059,1,5,3
240060,1,5,2
240061,1,4,2
240062,1,5,3
240063,1,5,3
240064,1,5,3
240065,2,5,2
240066,1,5,2
240067,1,5,3
240068,2,5,2
240069,1,5,3
240070,2,5,2
240071,2,5,2
240072,1,4,2
240073,1,5,3
240074,1,5,2
240075,2,5,2
240076,1,5,2
240077,1,5,3
240078,2,5,2
240079,2,5,2
240080,1,4,2
240081,1,5,3
240082,2,5,2
240083,1,5,3
240084,2,5,3
240085,2,5,2
240086,1,5,3
240087,1,5,2
240088,2,5,3
240089,2,5,3
240090,2,5,2
240091,1,5,3
240092,1,4,2
240093,1,5,2
240094,2,5,2
240095,1,5,2
240096,1,5,2
240097,1,5,2
240098,1,5,2
240099,1,5,2
240100,1,5,2
240101,1,5,3
240102,1,5,2
240103,1,5,2
240104,1,5,3
240105,1,5,2
240106,1,5,2
240107,1,5,2
240108,2,5,2
240109,1,5,2
240110,1,5,3
240111,1,5,2
240112,2,5,3
240113,2,5,3
240114,1,5,2
240115,1,5,3
240116,1,5,3
240117,1,5,3
240118,1,5,2
240119,1,5,2
240120,1,5,2
240121,1,5,2
240122,1,5,3
240123,1,5,3
240124,1,5,2
240125,1,5,2
240126,1,5,2
240127,1,5,3
240128,1,5,3
240129,1,5,3
240130,2,5,2
240131,1,5,2
240132,1,5,3
240133,1,5,2
240134,2,5,2
240135,2,5,2
240136,1,5,3
240137,1,5,2
240138,1,5,2
240139,1,5,3
240140,1,5,2
240141,2,5,2
240142,1,5,3
240143,1,5,2
240144,1,5,3
240145,1,5,2
240146,1,5,2
240147,1,5,3
240148,1,4,2
240149,1,5,2
240150,1,5,3
240151,1,5,2
240152,1,5,2
240153,1,5,3
240154,1,5,2
240155,1,5,2
241760,1,6,3
241761,1,6,3
241762,1,6,3
241763,1,6,3
241764,1,6,3
241765,1,6,3
241766,1,6,3
241767,1,6,3
241768,1,6,3
241769,1,6,3
241770,1,6,3
241771,1,6,3
241772,1,6,3
241773,1,6,3
241774,1,6,3
241775,1,6,3
241776,1,6,3
241777,1,6,3
241778,1,6,3
241779,1,6,3
241780,1,6,3
241781,1,6,3
241782,1,6,3
241783,1,6,3
241784,1,6,3
241785,1,6,3
241786,1,6,3
241787,1,6,3
241788,1,6,3
241789,1,6,3
241790,1,6,3
241791,1,6,3
241792,1,6,3
241793,1,6,3
241794,2,6,3
244759,1,6,2
244761,2,6,2
244762,2,6,3
244763,1,5,3
244764,2,5,2
244765,2,6,2
244766,1,6,3
244767,2,6,2
244768,1,6,3
244769,2,5,2
244770,1,6,3
244771,2,6,2
244772,1,6,2
244773,2,5,2
244775,2,6,2
244776,2,6,3
244779,2,5,2
244780,1,6,3
244781,2,5,2
244782,1,6,3
244783,2,6,2
244786,1,6,3
244787,2,6,3
244789,2,5,2
244791,2,6,2
244792,1,6,3
244793,2,6,2
244794,2,6,3
244795,2,6,2
244797,2,5,2
244798,2,6,3
244799,2,6,2
244800,2,6,3
244801,2,6,2
244804,1,6,3
244805,2,5,2
244806,1,6,3
244807,2,6,2
244808,1,5,3
244809,2,5,3
244810,2,5,3
244811,2,6,3
244813,2,6,2
244814,2,6,3
244815,2,6,2
244816,2,5,2
244820,2,6,3
244822,1,6,3
244823,2,5,2
244960,5,5,1
244961,1,5,2
244962,1,5,3
244963,1,5,3
244964,5,6,0
244965,1,5,3
244966,5,6,0
244967,2,7,1
244968,1,5,3
244969,1,5,3
244970,1,5,2
244971,1,5,3
244972,1,5,2
244973,1,5,2
244974,1,5,2
244975,1,6,1
244976,1,5,2
244977,1,5,2
244978,1,5,3
244979,3,5,1
244980,2,6,1
244981,1,5,2
244982,1,5,3
244983,0,5,2
244984,1,5,3
244986,2,5,1
244987,1,5,2
244988,1,5,2
244989,1,5,2
244990,4,6,1
244991,2,6,1
244992,1,5,2
244993,1,5,3
244994,1,5,2
244995,4,6,1
244996,1,5,2
244997,1,5,3
244998,1,5,2
245000,0,5,3
245001,2,5,2
245002,1,5,2
245003,1,5,2
245004,1,5,2
245005,1,5,2
245006,4,7,1
245008,2,5,2
245010,1,5,2
245011,1,5,2
245013,1,7,5
245015,1,4,3
245016,0,6,6
245017,1,5,3
245018,2,5,2
245019,1,5,3
245020,1,5,2
245022,0,5,3
245023,1,5,2
245024,1,5,2
245025,0,5,3
245027,1,5,2
245028,0,5,3
245030,0,5,7
245031,1,5,2
245032,1,5,2
245034,2,5,2
245035,2,5,2
245036,1,5,2
245037,1,5,2
