# id,x,y,z
245017,4,5,2
245018,2,5,4
245019,4,5,2
245020,3,4,2
245022,3,5,1
245023,3,5,2
245024,3,5,2
245025,3,5,1
245027,3,5,2
245028,3,5,1
245031,3,5,2
245032,3,5,2
245034,2,5,3
245035,3,5,3
245036,2,6,2
245037,3,6,2
245038,3,6,3
245039,2,6,3
245040,3,5,2
245041,3,6,1
245042,3,5,3
245043,3,6,2
245044,2,6,2
245045,3,6,1
245046,3,6,2
245047,2,6,2
245048,3,6,3
245049,3,5,2
245050,4,6,1
245051,4,6,1
245052,3,6,2
245053,4,5,1
245054,3,5,2
245055,3,6,2
245056,4,6,1
245057,3,6,1
245058,1,4,2
245059,3,6,2
245060,3,6,3
246552,4,4,2
246553,2,4,3
246554,3,5,2
246555,2,5,3
246556,4,5,3
246557,4,5,3
246558,2,4,3
246559,4,5,2
246560,3,5,2
246561,2,4,3
246562,4,5,2
246563,2,4,3
246564,4,5,3
246565,3,5,2
246566,2,4,3
246567,4,5,2
246568,4,5,3
246569,2,4,3
246570,3,5,2
246571,4,5,2
246572,3,4,3
246573,3,5,3
246574,2,4,3
246575,4,5,3
246576,4,5,3
246577,2,4,3
246578,3,5,2
246579,4,5,2
246580,1,4,3
246581,2,5,3
246582,4,5,2
246583,3,4,3
246584,4,5,3
246585,2,5,3
246586,4,5,3
246587,2,4,3
246588,4,4,3
246589,2,4,3
246590,3,5,3
246591,2,4,3
246592,4,4,3
246593,3,4,3
246594,4,5,2
246595,2,4,3
246596,3,4,3
246597,4,4,2
246598,3,4,3
246599,3,4,3
246600,3,4,2
246601,2,5,4
246602,3,5,3
246603,2,5,3
246604,3,5,3
246605,3,5,2
246606,2,5,3
246607,3,5,3
246608,4,5,2
246609,2,5,3
246610,4,5,3
246611,4,5,2
246612,2,5,3
246613,3,5,2
246615,2,5,3
246616,3,5,3
246617,3,4,2
246618,3,5,3
246619,4,4,2
246620,2,5,3
246621,4,5,2
246622,4,4,2
246623,2,5,2
246624,3,5,3
246625,3,4,2
246626,2,5,3
246627,4,4,2
246628,2,5,2
246629,3,4,2
246630,3,4,3
246631,2,5,3
246632,4,5,3
246633,3,5,3
246634,3,4,3
246635,4,5,3
246636,2,5,3
246637,3,5,2
246638,3,5,2
246639,2,5,3
246640,4,4,2
246641,4,5,3
246642,3,4,2
246643,4,5,2
246644,3,5,2
246645,2,5,2
246646,4,5,3
246647,4,4,2
246648,4,5,3
246649,2,5,3
246650,4,4,3
246651,2,4,3
247649,4,5,3
247650,3,6,3
247651,4,6,3
247653,3,6,3
247654,3,6,4
247655,4,6,3
247656,3,6,3
247657,3,6,4
247658,4,6,2
247659,3,6,3
247660,3,6,3
247661,4,3,2
247662,3,6,3
247663,3,6,4
247664,4,6,3
247665,4,6,2
247666,4,6,3
247667,4,6,3
247669,3,6,3
249525,2,3,2
249526,4,6,2
249529,3,7,3
249531,5,6,3
249533,3,6,2
249534,3,7,3
249537,2,6,4
249538,3,6,3
249539,3,6,4
249540,4,7,3
249541,3,6,3
249544,3,6,4
249545,3,7,4
249546,3,6,3
249547,2,6,3
249548,4,4,4
249549,3,7,3
249550,3,7,3
249551,2,7,3
249553,3,6,4
249555,2,6,4
249556,1,6,5
249557,6,4,2
249558,3,6,3
249559,3,6,3
249560,4,5,4
255929,1,7,5
255934,3,7,3
255935,3,7,3
255936,1,7,4
255937,4,5,4
255943,3,7,3
255947,3,6,5
255950,4,7,3
255953,2,6,5
255959,4,7,2
260264,3,5,3
260265,3,5,3
260266,3,5,3
260267,3,5,3
260269,3,5,3
260270,3,5,3
260271,3,5,3
260272,3,5,3
260273,3,5,3
260274,3,5,3
260275,3,5,3
260276,2,5,3
260277,2,5,3
260278,3,5,3
260279,2,5,3
260280,3,5,3
260281,2,5,3
260282,2,5,3
260283,3,5,3
260284,2,5,3
260285,3,5,3
260286,3,5,3
260287,2,5,3
260288,3,4,3
260289,3,5,3
260290,3,5,3
260291,3,4,2
260292,2,5,3
260293,3,5,3
260294,3,5,3
260295,4,5,3
260296,3,5,3
260297,3,5,3
260298,3,5,3
260299,3,5,3
260300,3,5,4
260301,3,5,3
260302,3,5,3
260303,3,5,4
260304,3,4,4
260305,3,5,3
260306,3,5,3
260307,3,5,4
260308,1,5,4
260309,4,5,2
260310,4,5,2
260311,4,4,2
260312,4,4,2
260313,4,5,2
260314,4,4,3
260315,4,4,2
260316,3,4,3
260317,2,5,3
260318,3,5,3
260319,3,5,4
260320,3,4,3
260321,3,4,3
260322,4,3,2
260323,5,3,1
260324,3,4,3
260325,4,4,3
260327,3,4,3
260328,3,5,4
260329,3,5,3
260330,3,5,3
260331,3,4,3
260332,3,5,4
260333,3,5,3
260334,4,2,7
260336,3,4,3
260337,3,4,3
264479,3,7,4
264480,3,7,3
264481,3,7,3
264482,3,7,3
264483,4,7,3
264484,5,6,2
264485,4,6,2
264486,3,7,3
264487,3,7,3
264488,2,7,4
264489,3,7,3
264490,3,7,4
264491,3,7,4
264492,4,7,4
264493,3,7,4
264494,3,7,3
264495,3,7,4
264496,4,7,4
264497,4,7,4
264498,3,7,3
264499,3,7,3
264500,4,7,3
264502,5,7,3
264503,1,7,4
264504,6,7,3
264505,3,7,3
264506,4,7,3
264507,2,7,3
264508,3,7,3
264509,4,7,3
264510,3,7,3
264511,3,7,3
264512,6,5,2
264513,4,7,3
264514,2,7,3
264515,4,7,3
264516,4,6,3
264517,4,7,3
264518,4,6,3
264519,4,7,3
264520,4,7,3
264521,4,6,3
264522,4,7,3
264523,2,6,4
264524,4,6,3
264525,4,6,3
264526,3,7,3
264527,5,6,2
264528,4,6,2
264529,4,6,2
264530,2,7,3
264531,3,7,3
264532,3,7,3
264533,4,6,3
264534,3,7,3
264535,3,6,3
264536,3,7,3
264538,5,6,2
264539,3,6,2
264541,3,7,3
264542,3,7,3
264543,3,7,3
264544,4,6,3
264545,4,7,3
264546,3,7,4
264547,3,7,3
264548,4,7,2
264549,3,7,3
264550,4,7,3
264551,4,4,3
264552,4,6,3
264553,3,7,3
264554,3,7,3
264555,4,6,2
264556,1,6,4
264557,4,6,3
264558,4,7,3
264559,4,6,3
264560,3,7,2
264561,3,7,3
264562,4,6,3
264563,4,7,3
264564,5,6,3
264565,3,7,3
264566,4,7,3
267766,2,6,4
267767,5,5,4
267768,4,7,4
267770,3,7,3
267771,4,7,4
267772,4,6,3
267773,3,7,3
267774,4,7,4
267775,2,7,4
267776,4,6,4
267777,4,7,3
267778,4,7,3
267779,3,7,3
267780,3,7,3
267781,3,5,2
267782,3,7,4
267783,3,7,4
267784,3,7,4
267785,3,7,4
267786,6,5,4
267787,1,2,3
267788,4,5,3
267789,3,5,3
267790,3,5,3
267791,3,5,3
267792,3,5,3
267793,4,5,3
267794,3,5,3
267795,4,5,3
267796,3,5,3
267797,3,5,3
267798,3,5,3
267799,4,5,3
267800,4,5,2
267801,4,5,3
267802,4,5,3
267803,5,5,3
267804,3,5,3
267805,3,5,3
267806,3,5,2
267807,3,5,2
267808,4,5,3
267809,3,5,2
267810,4,5,2
267811,4,5,2
267812,4,5,3
267813,3,5,3
267814,4,5,3
267815,4,5,4
267816,1,2,3
267817,3,5,3
267818,4,5,4
267819,3,5,3
267820,4,5,3
267821,3,5,3
267822,4,5,4
267823,3,5,3
267824,6,3,1
267825,3,5,3
267826,3,5,3
267827,4,5,2
267828,4,5,3
267829,3,5,3
268820,3,7,3
268827,4,7,3
268832,3,7,4
268837,3,7,4
268841,3,7,4
268846,3,7,3
268847,3,7,3
268848,4,6,4
268850,4,7,4
268851,3,7,3
268852,3,7,3
268853,3,7,4
268854,4,6,4
268855,3,7,4
268857,3,7,3
268859,4,7,4
268860,3,7,4
268861,3,7,3
268862,3,7,4
268863,4,7,4
268864,3,7,4
268865,4,6,4
268866,3,7,3
268867,4,6,4
268868,3,7,4
268869,4,6,4
268870,3,6,3
268871,4,7,4
268872,3,7,4
268874,3,7,4
268875,4,7,4
268876,3,7,4
268877,3,7,4
268879,4,6,3
268881,4,7,4
268882,3,7,4
268883,4,7,4
268884,3,7,4
268885,4,7,4
268888,3,7,4
268889,3,7,4
268890,3,7,4
268892,3,7,4
268893,4,6,4
268894,4,6,4
268896,4,7,4
268897,4,7,3
268899,3,7,3
268900,4,7,3
268901,4,7,3
268902,4,7,3
268903,3,7,4
268904,4,7,4
268905,3,7,3
268906,3,7,4
268907,4,7,4
268909,4,7,4
268910,4,7,3
268911,3,7,4
268912,4,7,3
268913,3,7,4
268914,4,7,3
268915,3,7,3
268916,3,7,3
268917,4,7,4
268918,4,7,3
268919,4,7,4
268922,4,7,4
268923,2,7,3
268924,3,7,4
268926,3,7,4
268927,4,7,3
268928,3,7,3
268929,3,7,3
268931,4,7,3
268932,4,7,4
268933,3,7,3
268934,4,7,4
268935,3,7,3
268936,3,7,3
268940,4,7,3
268941,3,7,3
268942,3,7,3
268943,3,7,3
268944,3,7,4
268945,4,7,3
268947,3,7,3
268948,3,7,3
268949,3,7,4
268950,3,7,3
268954,3,7,3
268955,3,7,4
268956,4,7,4
268957,4,7,4
268961,4,7,4
268962,3,7,4
268966,3,7,4
268968,2,7,3
268969,3,7,4
268975,3,7,4
268976,3,6,4
268978,2,6,6
268981,3,7,4
268982,3,7,4
268984,3,7,4
268987,3,7,4
268988,3,7,4
268993,3,7,4
268996,3,7,4
269000,2,7,3
269002,3,7,4
269004,4,6,4
269005,3,7,4
269008,4,7,3
269010,3,7,4
269013,3,7,4
269014,3,7,4
269015,4,7,3
269016,4,7,4
269017,3,7,4
269022,4,7,3
269023,3,7,3
269024,4,7,4
269025,4,7,4
269026,3,7,4
269027,3,7,4
269028,3,7,4
269029,3,7,3
269031,3,7,3
269033,4,7,4
269034,5,7,4
269035,4,7,4
269036,4,7,4
269037,3,7,4
269038,3,7,3
269039,4,7,4
269040,3,7,4
269043,3,7,4
269048,3,7,4
269050,3,7,3
269053,3,7,3
272129,3,0,1
272130,3,0,1
272131,3,1,1
272132,3,1,2
272133,3,1,2
272134,3,0,1
272135,4,0,1
272136,4,0,1
272137,3,0,1
272138,2,0,2
272139,3,1,1
272142,4,0,2
272143,3,0,1
272144,4,1,1
272145,4,1,1
272146,3,0,1
272147,6,1,0
272148,3,1,1
272149,3,0,1
272151,3,0,2
272152,3,0,1
272153,3,0,1
272154,5,1,0
272156,4,1,1
272158,4,1,2
272159,3,1,2
272160,3,1,2
272161,4,1,2
272162,4,0,1
272163,4,0,2
272164,4,0,2
272165,3,0,2
272166,4,1,1
272167,3,1,2
272168,4,1,2
272169,3,1,2
272170,4,2,1
272171,4,2,2
272172,3,2,2
272173,3,1,2
272174,3,2,2
272175,3,1,2
272177,4,2,2
272178,4,1,2
272179,4,1,2
272180,3,1,2
272181,3,2,2
272182,5,1,2
272183,4,2,2
272184,4,1,2
272185,4,1,2
272186,4,1,1
272187,3,2,2
272188,3,1,2
272189,4,1,2
272190,3,2,1
272191,4,1,2
272192,4,1,2
272193,4,1,2
272194,4,0,2
272195,4,1,2
272196,4,1,2
272197,4,1,2
272198,4,1,2
272199,4,1,2
272200,4,1,2
272201,4,1,2
272202,3,2,2
272204,4,2,2
272205,5,1,2
272206,4,1,2
272207,5,1,2
272208,4,0,1
272209,4,1,2
272210,4,0,1
272211,4,1,1
272212,5,1,1
272214,4,1,1
272215,4,0,1
272216,4,1,1
272217,3,1,1
272218,2,0,1
272219,3,0,1
272221,3,0,2
272222,4,1,1
272223,3,0,2
272224,4,0,2
272225,3,0,1
272226,3,0,1
272227,4,0,1
272228,3,1,2
272229,2,1,1
272230,3,2,2
272231,5,0,2
272233,4,2,0
272234,4,2,1
272235,4,2,0
272237,3,1,1
272239,3,2,2
272240,4,0,1
272241,3,1,1
272242,3,0,2
272243,3,1,2
272244,5,1,0
272245,4,1,1
272246,3,0,1
272247,4,2,1
272248,3,2,1
272249,4,1,1
272250,4,1,1
272251,2,2,1
272252,2,1,2
272253,4,2,1
272254,3,1,2
272255,3,2,1
272257,4,2,1
272258,3,2,1
272259,4,0,1
272260,4,0,1
272261,4,2,2
272262,3,0,1
272264,4,0,2
272265,4,0,1
272267,4,0,1
272268,2,1,1
272269,4,1,1
272270,3,1,2
272271,3,2,1
272272,4,1,1
272273,3,2,2
272274,4,2,1
272275,3,1,2
272276,3,2,2
272277,4,2,1
272278,3,2,2
272279,2,1,1
272280,3,1,1
272281,3,2,1
272282,2,2,1
272283,4,1,1
272284,3,2,2
272285,4,2,1
272286,3,2,2
272287,3,2,2
272288,3,2,1
272289,4,2,2
272290,3,2,2
272291,3,2,1
272292,4,2,1
272293,4,2,1
272294,4,2,1
272295,2,1,1
272296,3,0,1
272297,3,0,0
272298,3,0,1
272300,4,0,1
272301,4,0,0
272302,3,1,2
272303,4,1,1
272305,3,2,1
272306,3,2,2
272307,4,2,2
272308,3,2,2
272309,3,2,2
272310,5,1,1
272311,4,1,1
272312,3,2,1
272313,4,1,2
272314,3,6,3
272315,4,6,3
272316,3,6,2
272318,3,4,3
272319,3,6,2
272320,3,6,2
272321,3,6,2
272322,3,6,2
272323,3,5,2
272324,3,7,3
272326,3,5,3
273506,4,6,3
273507,4,6,3
273508,4,6,3
273509,4,6,3
273510,4,6,3
273511,4,6,3
273512,4,6,3
273513,4,6,3
273514,3,6,4
273515,4,6,3
273516,4,6,3
273517,4,6,3
273518,3,6,4
273519,3,6,3
273520,3,6,4
273521,3,6,3
273522,4,6,3
273523,3,6,3
273524,4,6,3
273525,4,7,3
273526,3,6,3
273527,3,6,3
273528,3,6,3
273529,3,6,4
273530,4,6,2
273531,3,6,4
273532,3,6,3
273534,3,6,3
273535,5,4,4
273536,3,6,3
273537,3,6,4
273538,6,6,2
273539,3,6,3
273540,3,6,3
273541,3,6,3
273542,5,6,3
273543,3,6,3
273544,4,6,3
273545,4,6,3
273546,3,6,3
273547,3,6,3
273548,4,6,3
273549,4,6,4
273550,4,5,3
273551,3,6,3
273552,4,6,4
273553,3,6,3
273554,2,3,3
273555,3,6,3
273556,4,6,3
273557,4,6,3
273558,4,6,3
273559,4,6,3
273560,3,6,3
273561,3,6,3
273562,3,6,3
273563,4,6,3
273564,4,6,3
273565,3,6,3
273566,3,6,3
273567,3,6,3
273568,3,6,3
273569,3,6,4
273570,3,6,3
273571,4,6,4
273573,4,6,3
273574,3,6,3
273575,3,6,4
273576,3,6,3
273577,4,6,3
273578,4,6,3
273579,4,6,4
273581,3,6,3
273582,3,6,3
273583,4,6,3
273584,4,6,3
273585,3,6,2
273586,3,6,3
273587,4,6,3
273588,3,6,3
273589,3,6,3
273590,3,6,3
273591,3,6,3
273592,3,6,4
273593,4,6,3
273594,4,6,4
273595,4,6,4
273596,3,6,4
273597,4,6,4
273598,3,6,4
273599,4,6,4
273600,4,6,4
273601,4,6,3
273603,4,6,3
273604,4,6,4
273605,4,6,2
273606,4,6,3
273607,4,6,4
273608,4,6,4
273609,3,6,4
273610,2,6,3
273611,3,6,4
273612,6,6,2
273613,4,6,4
273614,5,6,4
273615,6,5,3
273616,4,6,5
273617,4,7,4
273618,4,6,4
273619,3,3,4
273620,6,3,5
280516,2,7,3
280517,3,6,3
280518,3,5,3
280519,4,6,2
280520,4,6,3
280521,3,6,3
280522,3,6,3
280523,3,6,2
280524,4,6,3
280525,3,6,3
280526,3,6,3
280527,3,6,3
280528,3,6,3
280529,3,6,2
280530,3,6,3
280531,3,6,3
280532,3,6,3
280533,4,6,3
280534,4,6,2
280535,4,6,3
280536,3,6,2
280537,4,7,3
280538,3,6,3
280539,3,6,2
280540,3,6,3
280541,4,6,3
280542,3,6,3
280543,3,6,3
280544,3,6,3
280545,3,6,3
280546,3,6,2
280547,3,6,3
280548,3,6,3
280549,3,6,3
280550,3,6,3
280551,3,6,3
280552,3,6,4
280553,3,7,3
280554,3,7,3
280555,3,7,4
280556,3,6,3
280557,3,6,3
280558,3,6,3
280559,4,6,3
280560,3,6,3
280561,3,6,3
280562,3,6,3
280563,3,6,2
280564,4,7,3
280565,4,7,3
280566,3,6,3
280567,3,6,3
280568,3,6,3
280569,3,6,3
280570,3,6,2
280571,3,6,3
280572,3,6,3
280573,3,6,3
280574,2,7,3
280575,2,6,3
280576,3,6,3
280577,2,6,3
280578,2,6,3
280579,3,6,2
280580,2,6,3
280581,5,5,2
280582,3,6,3
280583,3,6,3
280584,3,6,3
280585,3,6,3
280586,2,6,3
280587,3,6,3
280588,3,6,3
280589,2,6,3
280590,3,6,3
280591,4,7,3
280592,2,6,3
280593,2,6,3
280594,3,6,3
280595,3,6,3
280596,3,6,3
280597,3,6,3
280598,3,6,3
280599,3,6,3
280600,3,6,3
280601,3,6,3
280602,3,6,3
280603,3,7,3
280604,3,6,2
280605,3,6,3
280606,3,6,2
280607,3,6,3
280608,2,6,3
280609,2,6,3
280610,3,6,3
280611,3,6,3
280612,2,6,3
280614,2,6,2
280615,3,6,3
280616,3,6,3
282043,3,5,3
282044,3,5,3
282045,3,5,3
282046,2,2,3
282047,3,5,3
282048,3,5,3
282049,3,5,4
282050,3,6,3
282051,3,6,3
282052,3,5,3
282053,3,5,3
282054,3,5,3
282055,4,5,3
282056,3,2,2
282057,3,5,3
282058,3,5,3
282059,3,5,3
282060,3,5,3
282061,5,4,2
282062,1,4,3
282063,3,5,3
282064,3,5,3
282065,3,5,3
282066,3,5,3
282067,3,5,3
282068,3,5,3
282069,3,4,3
282070,3,5,3
282071,3,5,3
282072,4,5,2
282073,3,5,2
282074,4,5,3
282075,4,5,3
282076,3,5,3
282077,4,5,3
282078,3,5,3
282079,3,5,3
282080,3,5,3
282081,2,5,3
282082,3,5,3
282083,3,5,3
282084,3,6,3
282085,3,6,3
286025,4,7,6
286026,4,7,6
287849,5,5,4
287850,4,5,2
287851,4,5,3
287852,4,5,3
287853,4,5,3
287854,5,5,3
287855,4,5,2
287856,1,6,3
287857,4,7,3
287858,4,5,3
287859,3,7,3
287861,2,6,3
287862,3,7,4
287863,3,6,3
287864,3,7,3
287865,4,5,3
287866,4,5,4
287867,3,7,4
287868,3,7,4
287869,3,6,3
287870,3,6,3
287872,6,5,3
287874,4,5,2
287931,2,6,3
287932,3,6,3
287933,5,6,2
287934,3,6,4
287935,3,5,4
287936,4,6,4
287938,3,5,3
287941,3,6,4
287942,3,5,4
287943,2,5,4
287944,2,6,2
287945,4,6,2
287946,3,6,3
287947,3,6,4
287948,3,6,4
287949,3,6,4
287950,3,5,3
287951,3,6,2
287952,4,6,3
287953,3,6,4
287954,4,5,4
287955,4,2,3
287956,3,6,4
287957,3,6,3
287959,5,6,2
287960,3,6,3
287961,4,5,4
287962,2,5,3
287963,3,5,4
287964,3,6,3
287965,4,6,2
287967,3,6,3
287968,3,6,3
293679,3,6,3
293680,3,6,3
293681,3,6,3
293682,2,5,2
293683,3,6,3
293684,3,6,3
293685,3,6,4
293686,3,6,3
293687,3,6,2
293688,4,6,3
293689,3,6,3
293690,3,6,3
293691,3,6,3
293692,3,6,2
293693,3,6,3
293694,3,6,2
293695,3,6,3
293696,3,6,2
293697,3,5,2
293698,3,6,3
293700,3,6,3
293701,4,6,3
293702,3,5,2
293703,3,5,3
293704,3,6,3
293705,3,7,3
293706,3,6,3
293707,3,5,2
293708,3,7,3
293709,3,7,3
293710,3,5,2
293711,3,6,2
293712,4,6,3
293714,3,6,3
293716,3,6,3
293717,3,6,3
293718,2,5,3
293719,3,5,3
293720,4,5,3
293721,3,4,2
293722,3,6,3
293723,4,4,2
293724,3,4,2
293725,3,6,2
293726,3,6,3
293727,3,4,2
293728,3,4,2
293729,3,4,2
293730,4,6,2
293731,3,6,3
293732,3,7,3
293733,4,5,4
293734,3,7,4
293735,3,4,2
293736,3,5,2
293737,3,4,2
293738,3,6,3
293739,3,4,2
293740,3,5,2
293741,3,5,3
293742,3,5,2
293743,3,5,2
293744,3,5,3
293745,3,6,3
293746,3,5,2
293747,3,5,3
293748,3,4,2
293749,3,5,3
293750,3,5,2
293751,3,5,3
293752,4,5,2
293753,3,5,2
296164,3,6,2
296165,3,6,3
296167,2,6,2
296169,4,4,4
296173,3,6,3
296175,2,6,3
296176,3,6,3
296177,3,6,3
296178,2,6,3
296179,2,6,3
296180,3,6,3
296181,3,6,3
296182,3,6,3
296183,3,6,3
296184,3,6,3
296185,3,6,3
296186,2,6,4
296187,3,6,3
296188,3,6,3
296189,2,6,4
296190,3,6,3
296191,5,6,4
296192,3,6,3
296193,3,6,4
296194,1,6,4
296195,2,6,3
296196,3,6,3
296197,3,6,3
296198,3,6,3
296199,2,6,4
296200,3,6,4
296201,3,6,4
296203,1,6,4
296204,2,6,3
296205,3,6,4
296206,3,6,3
296207,4,6,4
296208,3,6,4
296209,3,6,4
296210,3,6,4
296211,3,6,3
296212,2,6,4
296213,3,6,4
296214,3,6,4
296215,3,6,3
296216,3,6,4
296217,6,6,2
296219,3,6,3
296220,2,6,3
296221,3,6,3
296222,3,6,3
296223,3,6,2
296224,3,6,3
296225,2,6,3
296226,3,6,3
296227,3,6,3
296228,3,6,3
296230,3,6,2
296231,2,6,3
296232,3,6,2
296233,5,6,3
300915,3,7,3
306994,3,0,1
306996,4,0,1
306998,3,0,1
307000,3,0,2
307635,4,5,3
307636,2,5,3
307637,3,6,2
307638,3,6,3
307639,3,6,3
307640,3,6,3
307642,4,5,3
307644,4,5,2
307645,5,4,3
307646,3,5,3
307648,4,6,3
307649,5,4,4
307651,3,6,3
307652,4,5,3
307654,4,5,3
307655,3,6,2
307656,4,5,3
307658,3,5,4
307659,3,5,4
307660,3,5,2
307661,4,5,3
307662,5,5,4
307663,4,5,4
307664,3,5,3
307665,3,2,3
307667,5,5,4
307668,4,5,4
307669,5,4,3
307670,4,5,3
307671,4,5,4
307673,5,5,3
307674,4,4,4
307675,4,5,4
307677,5,5,3
307678,4,5,3
307680,3,5,4
307681,3,6,3
307682,3,3,4
307684,4,6,2
307685,3,6,4
307686,3,6,2
307687,4,6,3
307688,3,7,3
307689,4,5,4
307690,4,5,3
307691,3,6,3
307692,3,6,3
307693,4,5,3
307694,4,5,3
307695,3,6,4
307696,4,6,4
307697,5,6,3
307698,3,6,3
307699,3,7,3
307700,4,5,3
307701,4,5,4
307702,3,3,5
307703,3,7,3
307704,3,6,4
307705,3,5,4
307706,2,5,2
307707,4,5,2
307708,4,6,3
307710,3,6,2
307711,3,5,2
307712,4,5,2
307713,3,6,2
307714,3,5,2
307715,3,5,2
307716,4,5,2
307717,3,5,2
307718,1,3,3
307719,3,5,3
307720,3,5,2
307721,3,5,2
307722,2,6,2
307723,3,5,2
307724,4,1,2
307725,3,5,3
307726,3,6,3
307728,4,5,3
307729,4,5,2
307730,4,6,2
307731,4,6,3
307732,7,3,2
307733,4,6,3
307734,3,6,2
307735,5,5,2
307736,3,5,3
307737,4,6,3
307738,3,6,3
307739,4,6,3
307740,4,5,3
307741,3,6,3
307742,4,6,2
307743,3,6,3
307744,4,5,4
307745,3,5,3
307746,4,5,2
307747,3,5,2
307748,4,5,4
307749,3,6,3
307750,4,6,2
307751,4,5,2
307752,3,6,3
307753,3,6,3
307754,3,6,2
307755,3,6,2
307756,2,5,4
307757,4,6,4
307758,4,5,3
307759,3,5,3
307760,3,5,3
307761,2,5,3
307762,3,5,2
307763,3,6,3
307764,4,5,4
307765,3,5,4
307766,2,5,3
307767,3,6,3
307768,5,5,2
307769,3,4,3
307770,5,5,3
307771,4,5,3
307772,4,5,2
307773,3,5,2
307774,2,6,3
307775,3,5,3
307777,4,6,3
307778,3,5,3
307779,3,6,3
307780,3,5,3
307782,2,6,3
307783,5,5,3
307784,4,5,2
307785,4,5,3
307786,3,5,3
307787,2,6,2
307788,3,5,3
307789,3,5,3
307790,4,5,4
307791,4,5,2
307792,3,5,3
307793,3,5,2
307794,1,6,3
307795,4,6,3
307796,4,5,3
307797,3,5,3
307798,3,5,3
307799,3,5,2
307801,4,5,3
307802,4,5,3
307803,3,5,2
307805,4,5,3
307806,4,6,2
307807,3,5,3
307808,2,6,4
307809,3,5,3
307811,3,5,3
307812,3,5,3
307813,4,6,3
307814,3,5,2
307815,4,5,3
307816,4,5,3
307817,4,5,3
307818,4,5,2
307819,4,6,2
307820,2,5,3
307821,3,5,2
307822,4,5,2
307823,4,6,4
307824,3,6,2
307825,4,5,2
307826,4,6,3
307827,4,6,2
307828,4,6,2
307829,3,6,4
307831,3,5,2
307832,4,6,3
307833,3,6,4
307834,3,5,3
307835,3,6,3
307837,4,6,2
307838,3,6,3
307839,1,5,3
307840,4,6,3
307841,4,5,2
307842,5,1,3
307843,4,6,3
307844,3,6,3
307845,4,5,3
307846,3,6,4
307847,2,6,3
307848,3,6,3
307849,3,5,2
307850,3,6,2
307851,3,6,4
307852,3,6,3
307853,3,5,3
307854,3,6,2
307855,2,5,2
307856,3,6,4
307857,4,6,4
307858,4,6,2
307859,3,5,2
307860,3,6,3
307861,5,5,4
307862,4,5,3
307863,3,5,3
307864,2,6,3
307865,4,6,3
307866,4,5,3
307867,3,5,3
307868,2,6,3
307869,4,5,3
307870,4,5,2
307871,3,5,3
307872,1,6,2
307873,4,5,4
307874,3,5,3
307875,3,5,2
307876,2,5,3
307877,4,5,3
307878,4,5,2
307879,3,5,4
307880,3,5,3
307881,2,6,3
307882,4,5,3
307883,4,4,3
307884,3,5,3
307885,2,6,2
307886,4,6,2
307887,3,5,2
307888,3,5,3
307889,3,5,2
307890,4,5,3
307891,3,4,3
307892,3,5,2
307893,2,6,3
307894,4,5,3
307895,3,5,2
307896,3,6,2
307897,4,5,3
307898,3,5,3
307899,3,5,3
307901,3,5,3
307903,4,6,4
307904,4,5,2
307905,4,5,2
307907,3,6,3
307908,4,6,3
307909,4,5,2
307910,5,6,4
307912,3,7,4
307914,4,7,4
307916,4,7,3
307918,4,7,4
307919,4,7,4
307920,5,6,3
307921,4,7,4
307924,6,4,2
307926,4,7,5
307928,4,7,4
307929,4,7,3
307930,5,7,4
307931,4,6,4
307932,4,7,5
307934,4,7,3
307935,4,7,4
307936,4,6,4
307937,4,7,4
307939,3,7,3
307940,3,7,4
307941,3,6,3
307942,6,6,2
307943,4,7,4
307944,5,7,4
307945,4,7,4
307950,4,7,4
307951,3,7,3
307952,5,7,3
307954,4,6,4
307956,4,7,5
307957,4,7,3
307958,4,7,3
307960,4,7,3
307961,4,7,3
307962,3,7,3
307963,3,7,3
307964,4,7,3
307965,4,7,4
307966,4,7,3
307968,4,7,3
307969,4,7,3
307970,3,7,4
307971,4,7,3
307972,4,7,4
307973,3,7,3
307974,4,7,3
307976,4,7,3
307978,3,7,3
307979,3,7,3
307980,3,7,4
307981,4,7,3
307982,3,7,3
307983,4,7,4
307984,3,6,4
307985,3,7,3
307986,4,7,3
307987,4,7,4
307988,3,7,3
307989,4,7,3
307990,4,7,2
307991,4,7,3
307992,4,7,3
307993,3,7,3
307994,4,7,4
307995,4,7,3
307996,4,7,3
307997,4,7,3
307998,4,7,3
307999,3,7,3
308000,4,7,3
308001,4,7,3
308002,4,7,3
308004,4,7,3
308006,3,7,3
308007,4,7,3
308008,4,7,3
308011,4,7,4
308012,3,7,3
308013,4,7,4
308014,3,7,3
308015,5,6,4
308016,4,7,3
308017,3,7,3
308018,4,7,3
308019,4,7,4
308020,4,7,3
308021,3,7,4
308022,4,7,3
308023,4,7,4
308024,3,7,4
308025,3,7,4
308026,4,7,4
308027,5,7,4
308028,4,7,4
308029,4,7,4
308030,3,7,4
308031,4,7,3
308032,4,7,3
308033,4,7,4
308034,4,7,4
308035,4,7,3
308036,3,7,4
308037,4,7,4
308038,3,7,3
308039,4,7,3
308040,4,7,4
308041,4,7,3
308042,3,7,4
308043,4,7,3
308044,4,7,4
308045,4,6,4
308046,4,7,3
308047,4,7,4
308048,5,7,3
308049,4,7,4
308050,4,7,3
308051,4,7,3
308052,4,7,3
308053,4,7,3
